Round,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,Source,URL,Wk,xG,xG.1
,Fri,1966-07-15,19:30,Korea DPR kp,1–1,cl Chile,13792,Ayresome Park (Neutral Site),Aly Hussein Kandil,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
,Sat,1966-07-16,15:00,West Germany de,0–0,ar Argentina,46587,Villa Park (Neutral Site),Konstantin Zecevic,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
,Sat,1966-07-16,15:00,Portugal pt,3–0,bg Bulgaria,25438,Old Trafford Stadium (Neutral Site),Jose Maria Codesal,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
,Sat,1966-07-16,15:00,Soviet Union su,1–0,it Italy,27793,Roker Park Ground (Neutral Site),Rudolf Kreitlein,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
,Sat,1966-07-16,19:30,England eng,2–0,mx Mexico,92570,Wembley Stadium (Neutral Site),Concetto Lo Bello,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
,Tue,1966-07-19,16:30,Uruguay uy,0–0,mx Mexico,61112,Wembley Stadium (Neutral Site),Bertil Loeoew,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
,Tue,1966-07-19,19:30,Korea DPR kp,1–0,it Italy,17829,Ayresome Park (Neutral Site),Pierre Schwinte,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
,Tue,1966-07-19,19:30,Portugal pt,3–1,br Brazil,58479,Goodison Park (Neutral Site),George Mccabe,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
,Tue,1966-07-19,19:30,Argentina ar,2–0,ch Switzerland,32127,Hillsborough (Neutral Site),Joaquim Fernandes Campos,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
,Wed,1966-07-20,19:30,Hungary hu,3–1,bg Bulgaria,24129,Old Trafford Stadium (Neutral Site),Roberto Goicoechea,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
,Wed,1966-07-20,19:30,England eng,2–0,fr France,98270,Wembley Stadium (Neutral Site),Arturo Yamasaki Maldonado,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
,Wed,1966-07-20,19:30,West Germany de,2–1,es Spain,42187,Villa Park (Neutral Site),Armando Marques,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
,Wed,1966-07-20,19:30,Soviet Union su,2–1,cl Chile,16027,Roker Park Ground (Neutral Site),John Adair,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
Quarter-finals,Sat,1966-07-23,15:00,Portugal pt,5–3,kp Korea DPR,40248.0,Goodison Park (Neutral Site),Menachem Ashkenazi,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
Quarter-finals,Sat,1966-07-23,15:00,England eng,1–0,ar Argentina,90584.0,Wembley Stadium (Neutral Site),Rudolf Kreitlein,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
Quarter-finals,Sat,1966-07-23,15:00,West Germany de,4–0,uy Uruguay,40007.0,Hillsborough (Neutral Site),Jim Finney,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
Quarter-finals,Sat,1966-07-23,15:00,Soviet Union su,2–1,hu Hungary,26844.0,Roker Park Ground (Neutral Site),Juan Gardeazabal,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
,,,,,,,,,,,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
Semi-finals,Mon,1966-07-25,19:30,West Germany de,2–1,su Soviet Union,38273.0,Goodison Park (Neutral Site),Concetto Lo Bello,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
Semi-finals,Tue,1966-07-26,19:30,England eng,2–1,pt Portugal,94493.0,Wembley Stadium (Neutral Site),Pierre Schwinte,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
,,,,,,,,,,,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
Third-place match,Thu,1966-07-28,19:30,Portugal pt,2–1,su Soviet Union,87696.0,Wembley Stadium (Neutral Site),Kenneth Dagnall,Match Report,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
,,,,,,,,,,,,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
Final,Sat,1966-07-30,15:00,England eng,4–2,de West Germany,96924.0,Wembley Stadium (Neutral Site),Gottfried Dienst,Match Report,Required Extra Time,1966 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1966/schedule/1966-World-Cup-Scores-and-Fixtures,,,
First round,Thu,1974-06-13,17:00,Brazil br,0–0,yu Yugoslavia,62000,Waldstadion (Neutral Site),Ruedi Scheurer,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Fri,1974-06-14,16:00,West Germany de,1–0,cl Chile,81100,Olympiastadion (Neutral Site),Dogan Babacan,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Fri,1974-06-14,19:30,Germany DR,2–0,au Australia,17000,Volksparkstadion (Neutral Site),Youssou Ndiaye,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Fri,1974-06-14,19:30,Zaire cd,0–2,sct Scotland,27000,Westfalenstadion (Neutral Site),Gerhard Schulenburg,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Sat,1974-06-15,16:00,Uruguay uy,0–2,nl Netherlands,55100,Niedersachsenstadion (Neutral Site),Karoly Palotai,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Sat,1974-06-15,16:00,Sweden se,0–0,bg Bulgaria,23800,Rheinstadion (Neutral Site),Edison A. Perez Nunez,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Sat,1974-06-15,18:00,Italy it,3–1,ht Haiti,53000,Olympiastadion (Neutral Site),Vicente Llobregat,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Sat,1974-06-15,18:00,Poland pl,3–2,ar Argentina,32700,Neckarstadion (Neutral Site),Clive Thomas,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Tue,1974-06-18,16:00,Australia au,0–3,de West Germany,53300,Volksparkstadion (Neutral Site),Mahmoud Kamel,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Tue,1974-06-18,19:30,Yugoslavia yu,9–0,cd Zaire,31700,Parkstadion (Neutral Site),Omar Delgado,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Tue,1974-06-18,19:30,Chile cl,1–1,Germany DR,28300,Olympiastadion (Neutral Site),Aurelio Angonese,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Tue,1974-06-18,19:30,Scotland sct,0–0,br Brazil,62000,Waldstadion (Neutral Site),Arie Van Gemert,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Wed,1974-06-19,19:30,Haiti ht,0–7,pl Poland,25300,Olympiastadion (Neutral Site),George Suppiah,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Wed,1974-06-19,19:30,Bulgaria bg,1–1,uy Uruguay,13400,Niedersachsenstadion (Neutral Site),John Taylor,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Wed,1974-06-19,19:30,Netherlands nl,0–0,se Sweden,53700,Westfalenstadion (Neutral Site),Werner Winsemann,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Wed,1974-06-19,19:30,Argentina ar,1–1,it Italy,70100,Neckarstadion (Neutral Site),Pavel Kazakov,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Sat,1974-06-22,16:00,Scotland sct,1–1,yu Yugoslavia,56000,Waldstadion (Neutral Site),Alfonso Gonzalez Archundia,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Sat,1974-06-22,16:00,Australia au,0–0,cl Chile,17400,Olympiastadion (Neutral Site),Jafar Namdar,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Sat,1974-06-22,16:00,Zaire cd,0–3,br Brazil,36200,Parkstadion (Neutral Site),Nicolae Rainea,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Sat,1974-06-22,19:30,Germany DR,1–0,de West Germany,60200,Volksparkstadion (Neutral Site),Ramon Barreto Ruiz,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Sun,1974-06-23,16:00,Bulgaria bg,1–4,nl Netherlands,53300,Westfalenstadion (Neutral Site),Tony Boskovic,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Sun,1974-06-23,16:00,Poland pl,2–1,it Italy,70100,Neckarstadion (Neutral Site),Hans Joachim Weyland,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Sun,1974-06-23,16:00,Sweden se,3–0,uy Uruguay,28300,Rheinstadion (Neutral Site),Erich Linemayr,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
First round,Sun,1974-06-23,16:00,Argentina ar,4–1,ht Haiti,25900,Olympiastadion (Neutral Site),Pablo Sanchez Ibanez,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
Round,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
Second round,Wed,1974-06-26,16:00,Yugoslavia yu,0–2,de West Germany,67385,Rheinstadion (Neutral Site),Armando Marques,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
Second round,Wed,1974-06-26,19:30,Brazil br,1–0,Germany DR,59863,Niedersachsenstadion (Neutral Site),Clive Thomas,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
Second round,Wed,1974-06-26,19:30,Sweden se,0–1,pl Poland,44955,Neckarstadion (Neutral Site),Ramon Barreto Ruiz,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
Second round,Wed,1974-06-26,19:30,Netherlands nl,4–0,ar Argentina,56548,Parkstadion (Neutral Site),Bob Davidson,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
Second round,Sun,1974-06-30,16:00,Poland pl,2–1,yu Yugoslavia,58000,Waldstadion (Neutral Site),Rudolf Gloeckner,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
Second round,Sun,1974-06-30,16:00,Argentina ar,1–2,br Brazil,39400,Niedersachsenstadion (Neutral Site),Vital Loraux,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
Second round,Sun,1974-06-30,16:00,Germany DR,0–2,nl Netherlands,68348,Parkstadion (Neutral Site),Ruedi Scheurer,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
Second round,Sun,1974-06-30,19:30,West Germany de,4–2,se Sweden,67800,Rheinstadion (Neutral Site),Pavel Kazakov,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
Second round,Wed,1974-07-03,17:00,Poland pl,0–1,de West Germany,62000,Waldstadion (Neutral Site),Erich Linemayr,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
Second round,Wed,1974-07-03,19:30,Netherlands nl,2–0,br Brazil,53700,Westfalenstadion (Neutral Site),Kurt Tschenscher,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
Second round,Wed,1974-07-03,19:30,Argentina ar,1–1,Germany DR,54254,Parkstadion (Neutral Site),John Taylor,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
Second round,Wed,1974-07-03,19:30,Sweden se,2–1,yu Yugoslavia,41300,Rheinstadion (Neutral Site),Luis Pestarino,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
Third-place match,Sat,1974-07-06,16:00,Brazil br,0–1,pl Poland,77100,Olympiastadion (Neutral Site),Aurelio Angonese,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
Final,Sun,1974-07-07,16:00,Netherlands nl,1–2,de West Germany,78200,Olympiastadion (Neutral Site),John Taylor,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Thu,1974-06-13,17:00,Brazil br,0–0,yu Yugoslavia,62000,Waldstadion (Neutral Site),Ruedi Scheurer,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Fri,1974-06-14,16:00,West Germany de,1–0,cl Chile,81100,Olympiastadion (Neutral Site),Dogan Babacan,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Fri,1974-06-14,19:30,Germany DR,2–0,au Australia,17000,Volksparkstadion (Neutral Site),Youssou Ndiaye,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Fri,1974-06-14,19:30,Zaire cd,0–2,sct Scotland,27000,Westfalenstadion (Neutral Site),Gerhard Schulenburg,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Sat,1974-06-15,16:00,Uruguay uy,0–2,nl Netherlands,55100,Niedersachsenstadion (Neutral Site),Karoly Palotai,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Sat,1974-06-15,16:00,Sweden se,0–0,bg Bulgaria,23800,Rheinstadion (Neutral Site),Edison A. Perez Nunez,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Sat,1974-06-15,18:00,Italy it,3–1,ht Haiti,53000,Olympiastadion (Neutral Site),Vicente Llobregat,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Sat,1974-06-15,18:00,Poland pl,3–2,ar Argentina,32700,Neckarstadion (Neutral Site),Clive Thomas,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Tue,1974-06-18,16:00,Australia au,0–3,de West Germany,53300,Volksparkstadion (Neutral Site),Mahmoud Kamel,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Tue,1974-06-18,19:30,Yugoslavia yu,9–0,cd Zaire,31700,Parkstadion (Neutral Site),Omar Delgado,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Tue,1974-06-18,19:30,Scotland sct,0–0,br Brazil,62000,Waldstadion (Neutral Site),Arie Van Gemert,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Tue,1974-06-18,19:30,Chile cl,1–1,Germany DR,28300,Olympiastadion (Neutral Site),Aurelio Angonese,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Wed,1974-06-19,19:30,Haiti ht,0–7,pl Poland,25300,Olympiastadion (Neutral Site),George Suppiah,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Wed,1974-06-19,19:30,Argentina ar,1–1,it Italy,70100,Neckarstadion (Neutral Site),Pavel Kazakov,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Wed,1974-06-19,19:30,Netherlands nl,0–0,se Sweden,53700,Westfalenstadion (Neutral Site),Werner Winsemann,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Wed,1974-06-19,19:30,Bulgaria bg,1–1,uy Uruguay,13400,Niedersachsenstadion (Neutral Site),John Taylor,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Sat,1974-06-22,16:00,Zaire cd,0–3,br Brazil,36200,Parkstadion (Neutral Site),Nicolae Rainea,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Sat,1974-06-22,16:00,Australia au,0–0,cl Chile,17400,Olympiastadion (Neutral Site),Jafar Namdar,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Sat,1974-06-22,16:00,Scotland sct,1–1,yu Yugoslavia,56000,Waldstadion (Neutral Site),Alfonso Gonzalez Archundia,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Sat,1974-06-22,19:30,Germany DR,1–0,de West Germany,60200,Volksparkstadion (Neutral Site),Ramon Barreto Ruiz,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Sun,1974-06-23,16:00,Bulgaria bg,1–4,nl Netherlands,53300,Westfalenstadion (Neutral Site),Tony Boskovic,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Sun,1974-06-23,16:00,Argentina ar,4–1,ht Haiti,25900,Olympiastadion (Neutral Site),Pablo Sanchez Ibanez,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
,Sun,1974-06-23,16:00,Sweden se,3–0,uy Uruguay,28300,Rheinstadion (Neutral Site),Erich Linemayr,Match Report,,1974 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1974/schedule/1974-World-Cup-Scores-and-Fixtures,,,
