Round,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,Source,URL,Wk,xG,xG.1
,,,,,,,,,,,,1994 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1994/schedule/1994-World-Cup-Scores-and-Fixtures,,,
Semi-finals,Wed,1994-07-13,16:00,Bulgaria bg,1–2,it Italy,74110.0,Giants Stadium (Neutral Site),Joel Quiniou,Match Report,,1994 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1994/schedule/1994-World-Cup-Scores-and-Fixtures,,,
Semi-finals,Wed,1994-07-13,16:30,Sweden se,0–1,br Brazil,91856.0,Rose Bowl (Neutral Site),Jose Joaquin Torres Cadena,Match Report,,1994 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1994/schedule/1994-World-Cup-Scores-and-Fixtures,,,
,,,,,,,,,,,,1994 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1994/schedule/1994-World-Cup-Scores-and-Fixtures,,,
Third-place match,Sat,1994-07-16,12:30,Sweden se,4–0,bg Bulgaria,91500.0,Rose Bowl (Neutral Site),Ali Bujsaim,Match Report,,1994 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1994/schedule/1994-World-Cup-Scores-and-Fixtures,,,
,,,,,,,,,,,,1994 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1994/schedule/1994-World-Cup-Scores-and-Fixtures,,,
Final,Sun,1994-07-17,12:30,Brazil br,(3) 0–0 (2),it Italy,94194.0,Rose Bowl (Neutral Site),Sandor Puhl,Match Report,Brazil won on penalty kicks following extra time,1994 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1994/schedule/1994-World-Cup-Scores-and-Fixtures,,,
Group stage,Wed,1998-06-10,17:30,Brazil br,2–1,sct Scotland,80000.0,Stade de France (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Wed,1998-06-10,21:00,Morocco ma,2–2,no Norway,29750.0,Stade de la Mosson (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Thu,1998-06-11,17:30,Italy it,2–2,cl Chile,35200.0,Stade Chaban-Delmas (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Thu,1998-06-11,21:00,Cameroon cm,1–1,at Austria,36500.0,Stadium Municipal (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Fri,1998-06-12,14:30,Paraguay py,0–0,bg Bulgaria,27650.0,Stade de la Mosson (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Fri,1998-06-12,17:30,Saudi Arabia sa,0–1,dk Denmark,38100.0,Stade Bollaert-Delelis (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Fri,1998-06-12,21:00,France fr,3–0,za South Africa,55000.0,Orange Vélodrome (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Sat,1998-06-13,14:30,Spain es,2–3,ng Nigeria,38000.0,Stade de la Beaujoire - Louis Fonteneau (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Sat,1998-06-13,17:30,Korea Republic kr,1–3,mx Mexico,39100.0,Matmut Stadium de Gerland (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Sat,1998-06-13,21:00,Netherlands nl,0–0,be Belgium,77000.0,Stade de France (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Sun,1998-06-14,14:30,Argentina ar,1–0,jp Japan,33500.0,Stadium Municipal (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Sun,1998-06-14,17:30,Yugoslavia rs,1–0,ir IR Iran,36000.0,Stade Geoffroy-Guichard (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Sun,1998-06-14,21:00,Jamaica jm,1–3,hr Croatia,38100.0,Stade Bollaert-Delelis (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Mon,1998-06-15,14:30,England eng,2–0,tn Tunisia,54587.0,Orange Vélodrome (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Mon,1998-06-15,17:30,Romania ro,1–0,co Colombia,43300.0,Matmut Stadium de Gerland (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Mon,1998-06-15,21:00,Germany de,2–0,us United States,49000.0,Parc des Princes (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,,,,,,,,,,,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Group stage,Tue,1998-06-16,17:30,Scotland sct,1–1,no Norway,31800.0,Stade Chaban-Delmas (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Tue,1998-06-16,21:00,Brazil br,3–0,ma Morocco,38500.0,Stade de la Beaujoire - Louis Fonteneau (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Wed,1998-06-17,17:30,Chile cl,1–1,at Austria,36000.0,Stade Geoffroy-Guichard (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Wed,1998-06-17,21:00,Italy it,3–0,cm Cameroon,35500.0,Stade de la Mosson (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Thu,1998-06-18,17:30,South Africa za,1–1,dk Denmark,33500.0,Stadium Municipal (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Thu,1998-06-18,21:00,France fr,4–0,sa Saudi Arabia,80000.0,Stade de France (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Fri,1998-06-19,17:30,Nigeria ng,1–0,bg Bulgaria,48000.0,Parc des Princes (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Fri,1998-06-19,21:00,Spain es,0–0,py Paraguay,36000.0,Stade Geoffroy-Guichard (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Sat,1998-06-20,14:30,Japan jp,0–1,hr Croatia,35500.0,Stade de la Beaujoire - Louis Fonteneau (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Sat,1998-06-20,17:30,Belgium be,2–2,mx Mexico,31800.0,Stade Chaban-Delmas (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Sat,1998-06-20,21:00,Netherlands nl,5–0,kr Korea Republic,55000.0,Orange Vélodrome (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Sun,1998-06-21,14:30,Germany de,2–2,rs Yugoslavia,41275.0,Stade Bollaert-Delelis (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Sun,1998-06-21,17:30,Argentina ar,5–0,jm Jamaica,45500.0,Parc des Princes (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Sun,1998-06-21,21:00,United States us,1–2,ir IR Iran,43300.0,Matmut Stadium de Gerland (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Mon,1998-06-22,17:30,Colombia co,1–0,tn Tunisia,35500.0,Stade de la Mosson (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Mon,1998-06-22,21:00,Romania ro,2–1,eng England,33140.0,Stadium Municipal (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,,,,,,,,,,,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Group stage,Tue,1998-06-23,16:00,Chile cl,1–1,cm Cameroon,39500.0,Stade de la Beaujoire - Louis Fonteneau (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Tue,1998-06-23,16:00,Italy it,2–1,at Austria,80000.0,Stade de France (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Tue,1998-06-23,21:00,Brazil br,1–2,no Norway,57000.0,Orange Vélodrome (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Tue,1998-06-23,21:00,Scotland sct,0–3,ma Morocco,36000.0,Stade Geoffroy-Guichard (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Wed,1998-06-24,16:00,France fr,2–1,dk Denmark,39100.0,Matmut Stadium de Gerland (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Wed,1998-06-24,16:00,South Africa za,2–2,sa Saudi Arabia,31800.0,Stade Chaban-Delmas (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Wed,1998-06-24,21:00,Spain es,6–1,bg Bulgaria,41275.0,Stade Bollaert-Delelis (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Wed,1998-06-24,21:00,Nigeria ng,1–3,py Paraguay,33400.0,Stadium Municipal (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Thu,1998-06-25,16:00,Belgium be,1–1,kr Korea Republic,45500.0,Parc des Princes (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Thu,1998-06-25,16:00,Netherlands nl,2–2,mx Mexico,30600.0,Stade Geoffroy-Guichard (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Thu,1998-06-25,21:00,United States us,0–1,rs Yugoslavia,38500.0,Stade de la Beaujoire - Louis Fonteneau (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Thu,1998-06-25,21:00,Germany de,2–0,ir IR Iran,35500.0,Stade de la Mosson (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Fri,1998-06-26,16:00,Japan jp,1–2,jm Jamaica,39100.0,Matmut Stadium de Gerland (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Fri,1998-06-26,16:00,Argentina ar,1–0,hr Croatia,31800.0,Stade Chaban-Delmas (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Fri,1998-06-26,21:00,Colombia co,0–2,eng England,42000.0,Stade Bollaert-Delelis (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Fri,1998-06-26,21:00,Romania ro,1–1,tn Tunisia,80000.0,Stade de France (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,3.0,,
,,,,,,,,,,,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Round of 16,Sat,1998-06-27,16:30,Italy it,1–0,no Norway,55000.0,Orange Vélodrome (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Round of 16,Sat,1998-06-27,21:00,Brazil br,4–1,cl Chile,45500.0,Parc des Princes (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Round of 16,Sun,1998-06-28,16:30,France fr,1–0,py Paraguay,31800.0,Stade Bollaert-Delelis (Neutral Site),,Match Report,Required Extra Time,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Round of 16,Sun,1998-06-28,21:00,Nigeria ng,1–4,dk Denmark,77000.0,Stade de France (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Round of 16,Mon,1998-06-29,16:30,Germany de,2–1,mx Mexico,29800.0,Stade de la Mosson (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Round of 16,Mon,1998-06-29,21:00,Netherlands nl,2–1,rs Yugoslavia,33000.0,Stadium Municipal (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Round of 16,Tue,1998-06-30,16:30,Romania ro,0–1,hr Croatia,31800.0,Stade Chaban-Delmas (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Round of 16,Tue,1998-06-30,21:00,Argentina ar,(4) 2–2 (3),eng England,30600.0,Stade Geoffroy-Guichard (Neutral Site),,Match Report,Argentina won on penalty kicks following extra time,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Quarter-finals,Fri,1998-07-03,16:30,Italy it,(3) 0–0 (4),fr France,80000.0,Stade de France (Neutral Site),,Match Report,France won on penalty kicks following extra time,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Quarter-finals,Fri,1998-07-03,21:00,Brazil br,3–2,dk Denmark,49500.0,Stade de la Beaujoire - Louis Fonteneau (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Quarter-finals,Sat,1998-07-04,16:30,Netherlands nl,2–1,ar Argentina,60000.0,Orange Vélodrome (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Quarter-finals,Sat,1998-07-04,21:00,Germany de,0–3,hr Croatia,43300.0,Matmut Stadium de Gerland (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Semi-finals,Tue,1998-07-07,21:00,Brazil br,(4) 1–1 (2),nl Netherlands,60000.0,Orange Vélodrome (Neutral Site),,Match Report,Brazil won on penalty kicks following extra time,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Semi-finals,Wed,1998-07-08,21:00,France fr,2–1,hr Croatia,80000.0,Stade de France (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Third-place match,Sat,1998-07-11,21:00,Netherlands nl,1–2,hr Croatia,44000.0,Parc des Princes (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
Final,Sun,1998-07-12,21:00,Brazil br,0–3,fr France,80000.0,Stade de France (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
,Wed,1998-06-10,17:30,Brazil br,2–1,sct Scotland,80000.0,Stade de France (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,Wed,1998-06-10,21:00,Morocco ma,2–2,no Norway,29750.0,Stade de la Mosson (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,Thu,1998-06-11,17:30,Italy it,2–2,cl Chile,35200.0,Stade Chaban-Delmas (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,Thu,1998-06-11,21:00,Cameroon cm,1–1,at Austria,36500.0,Stadium Municipal (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,Fri,1998-06-12,14:30,Paraguay py,0–0,bg Bulgaria,27650.0,Stade de la Mosson (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,Fri,1998-06-12,17:30,Saudi Arabia sa,0–1,dk Denmark,38100.0,Stade Bollaert-Delelis (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,Fri,1998-06-12,21:00,France fr,3–0,za South Africa,55000.0,Orange Vélodrome (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,Sat,1998-06-13,14:30,Spain es,2–3,ng Nigeria,38000.0,Stade de la Beaujoire - Louis Fonteneau (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,Sat,1998-06-13,17:30,Korea Republic kr,1–3,mx Mexico,39100.0,Matmut Stadium de Gerland (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,Sat,1998-06-13,21:00,Netherlands nl,0–0,be Belgium,77000.0,Stade de France (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,Sun,1998-06-14,14:30,Argentina ar,1–0,jp Japan,33500.0,Stadium Municipal (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,Sun,1998-06-14,17:30,Yugoslavia rs,1–0,ir IR Iran,36000.0,Stade Geoffroy-Guichard (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,Sun,1998-06-14,21:00,Jamaica jm,1–3,hr Croatia,38100.0,Stade Bollaert-Delelis (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,Mon,1998-06-15,14:30,England eng,2–0,tn Tunisia,54587.0,Orange Vélodrome (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,Mon,1998-06-15,17:30,Romania ro,1–0,co Colombia,43300.0,Matmut Stadium de Gerland (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,Mon,1998-06-15,21:00,Germany de,2–0,us United States,49000.0,Parc des Princes (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,1.0,,
,,,,,,,,,,,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,,,
,Tue,1998-06-16,17:30,Scotland sct,1–1,no Norway,31800.0,Stade Chaban-Delmas (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,Tue,1998-06-16,21:00,Brazil br,3–0,ma Morocco,38500.0,Stade de la Beaujoire - Louis Fonteneau (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,Wed,1998-06-17,17:30,Chile cl,1–1,at Austria,36000.0,Stade Geoffroy-Guichard (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,Wed,1998-06-17,21:00,Italy it,3–0,cm Cameroon,35500.0,Stade de la Mosson (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,Thu,1998-06-18,17:30,South Africa za,1–1,dk Denmark,33500.0,Stadium Municipal (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,Thu,1998-06-18,21:00,France fr,4–0,sa Saudi Arabia,80000.0,Stade de France (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,Fri,1998-06-19,17:30,Nigeria ng,1–0,bg Bulgaria,48000.0,Parc des Princes (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,Fri,1998-06-19,21:00,Spain es,0–0,py Paraguay,36000.0,Stade Geoffroy-Guichard (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,Sat,1998-06-20,14:30,Japan jp,0–1,hr Croatia,35500.0,Stade de la Beaujoire - Louis Fonteneau (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,Sat,1998-06-20,17:30,Belgium be,2–2,mx Mexico,31800.0,Stade Chaban-Delmas (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,Sat,1998-06-20,21:00,Netherlands nl,5–0,kr Korea Republic,55000.0,Orange Vélodrome (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,Sun,1998-06-21,14:30,Germany de,2–2,rs Yugoslavia,41275.0,Stade Bollaert-Delelis (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,Sun,1998-06-21,17:30,Argentina ar,5–0,jm Jamaica,45500.0,Parc des Princes (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,Sun,1998-06-21,21:00,United States us,1–2,ir IR Iran,43300.0,Matmut Stadium de Gerland (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,Mon,1998-06-22,17:30,Colombia co,1–0,tn Tunisia,35500.0,Stade de la Mosson (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
,Mon,1998-06-22,21:00,Romania ro,2–1,eng England,33140.0,Stadium Municipal (Neutral Site),,Match Report,,1998 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/1998/schedule/1998-World-Cup-Scores-and-Fixtures,2.0,,
