home_team,away_team,home_goals,away_goals,result,season,home_avg_goals_scored,home_avg_goals_conceded,home_wins,home_draws,home_losses,home_matches_played,home_win_rate,away_avg_goals_scored,away_avg_goals_conceded,away_wins,away_draws,away_losses,away_matches_played,away_win_rate
Eint Frankfurt,Energie Cottbus,2,1,win,2007-2008,1.4007936507936507,1.4464285714285714,172,141,191,504,0.3412698412698413,1.06875,1.65625,43,36,81,160,0.26875
Dortmund,Karlsruher,1,1,draw,2007-2008,1.6068249258160237,1.2240356083086052,298,195,181,674,0.4421364985163205,1.4021739130434783,1.4103260869565217,129,118,121,368,0.35054347826086957
Bayern Munich,Leverkusen,2,1,win,2007-2008,1.9554896142433233,1.032640949554896,383,170,121,674,0.5682492581602374,1.7166172106824926,1.2270029673590503,296,200,178,674,0.4391691394658754
Nürnberg,Bochum,1,1,draw,2007-2008,1.1972477064220184,1.5137614678899083,129,116,191,436,0.2958715596330275,1.3214285714285714,1.623015873015873,152,127,225,504,0.30158730158730157
MSV Duisburg,Hannover 96,1,1,draw,2007-2008,1.15,1.6066666666666667,77,87,136,300,0.25666666666666665,1.25,1.6008771929824561,66,65,97,228,0.2894736842105263
Stuttgart,Hansa Rostock,4,1,win,2007-2008,1.5608308605341246,1.3160237388724036,282,186,206,674,0.41839762611275966,1.2014925373134329,1.4950248756218905,122,107,173,402,0.3034825870646766
Wolfsburg,Hamburger SV,1,1,draw,2007-2008,1.4120879120879122,1.4945054945054945,129,92,143,364,0.3543956043956044,1.4213649851632046,1.3234421364985163,256,199,219,674,0.3798219584569733
Arminia,Werder Bremen,1,1,draw,2007-2008,1.1564885496183206,1.5687022900763359,71,64,127,262,0.27099236641221375,1.6765578635014837,1.228486646884273,308,171,195,674,0.456973293768546
Hertha BSC,Schalke 04,1,2,loss,2007-2008,1.4472361809045227,1.4321608040201006,155,99,144,398,0.38944723618090454,1.3636363636363635,1.1975524475524475,227,175,170,572,0.3968531468531469
Hansa Rostock,Wolfsburg,0,1,loss,2007-2008,1.2009925558312655,1.501240694789082,122,107,174,403,0.3027295285359802,1.4109589041095891,1.4931506849315068,129,93,143,365,0.35342465753424657
Karlsruher,Schalke 04,0,0,draw,2007-2008,1.4010840108401084,1.4092140921409213,129,119,121,369,0.34959349593495936,1.3647469458987784,1.1972076788830714,228,175,170,573,0.39790575916230364
Werder Bremen,MSV Duisburg,1,2,loss,2007-2008,1.6755555555555555,1.2281481481481482,308,172,195,675,0.4562962962962963,1.149501661129568,1.6046511627906976,77,88,136,301,0.2558139534883721
Nürnberg,Bayern Munich,1,1,draw,2007-2008,1.196796338672769,1.5125858123569793,129,117,191,437,0.2951945080091533,1.9555555555555555,1.0325925925925925,384,170,121,675,0.5688888888888889
Hamburger SV,Arminia,1,1,draw,2007-2008,1.4207407407407406,1.322962962962963,256,200,219,675,0.37925925925925924,1.155893536121673,1.5665399239543727,71,65,127,263,0.26996197718631176
Leverkusen,Eint Frankfurt,0,2,loss,2007-2008,1.7155555555555555,1.2281481481481482,296,200,179,675,0.43851851851851853,1.401980198019802,1.4455445544554455,173,141,191,505,0.3425742574257426
Bochum,Dortmund,3,3,draw,2007-2008,1.3207920792079209,1.621782178217822,152,128,225,505,0.300990099009901,1.605925925925926,1.2237037037037037,298,196,181,675,0.4414814814814815
Energie Cottbus,Hertha BSC,2,1,win,2007-2008,1.0683229813664596,1.6583850931677018,43,36,82,161,0.2670807453416149,1.4461152882205515,1.4335839598997493,155,99,145,399,0.38847117794486213
Hannover 96,Stuttgart,0,0,draw,2007-2008,1.2489082969432315,1.5982532751091703,66,66,97,229,0.28820960698689957,1.5644444444444445,1.3155555555555556,283,186,206,675,0.4192592592592593
MSV Duisburg,Energie Cottbus,0,1,loss,2007-2008,1.1523178807947019,1.6026490066225165,78,88,136,302,0.2582781456953642,1.0740740740740742,1.654320987654321,44,36,82,162,0.2716049382716049
Eint Frankfurt,Nürnberg,1,3,loss,2007-2008,1.4031620553359683,1.4426877470355732,174,141,191,506,0.3438735177865613,1.1963470319634704,1.5114155251141552,129,118,191,438,0.2945205479452055
Hertha BSC,Werder Bremen,1,2,loss,2007-2008,1.445,1.435,155,99,146,400,0.3875,1.6745562130177514,1.2292899408284024,308,172,196,676,0.4556213017751479
Schalke 04,Hansa Rostock,1,0,win,2007-2008,1.362369337979094,1.1951219512195121,228,176,170,574,0.397212543554007,1.198019801980198,1.5,122,107,175,404,0.30198019801980197
Arminia,Karlsruher,1,0,win,2007-2008,1.1553030303030303,1.5643939393939394,71,66,127,264,0.2689393939393939,1.3972972972972972,1.4054054054054055,129,120,121,370,0.34864864864864864
Wolfsburg,Hannover 96,3,2,win,2007-2008,1.4098360655737705,1.489071038251366,130,93,143,366,0.3551912568306011,1.2434782608695651,1.5913043478260869,66,67,97,230,0.28695652173913044
Stuttgart,Hamburger SV,1,0,win,2007-2008,1.5621301775147929,1.3136094674556213,283,187,206,676,0.41863905325443784,1.4201183431952662,1.3224852071005917,256,201,219,676,0.378698224852071
Dortmund,Leverkusen,2,1,win,2007-2008,1.6079881656804733,1.2263313609467457,298,197,181,676,0.4408284023668639,1.71301775147929,1.2292899408284024,296,200,180,676,0.4378698224852071
Bayern Munich,Bochum,3,1,win,2007-2008,1.9541420118343196,1.032544378698225,384,171,121,676,0.5680473372781065,1.3241106719367588,1.6245059288537549,152,129,225,506,0.30039525691699603
Hamburger SV,MSV Duisburg,0,1,loss,2007-2008,1.4180206794682422,1.3220088626292468,256,201,220,677,0.37813884785819796,1.1485148514851484,1.6006600660066006,78,88,137,303,0.25742574257425743
Hannover 96,Eint Frankfurt,2,1,win,2007-2008,1.2467532467532467,1.5974025974025974,66,67,98,231,0.2857142857142857,1.4023668639053255,1.445759368836292,174,141,192,507,0.3431952662721893
Energie Cottbus,Arminia,1,0,win,2007-2008,1.0736196319018405,1.6441717791411044,45,36,82,163,0.27607361963190186,1.1547169811320754,1.558490566037736,72,66,127,265,0.27169811320754716
Werder Bremen,Schalke 04,5,1,win,2007-2008,1.675036927621861,1.2289512555391433,309,172,196,677,0.4564254062038405,1.3617391304347826,1.1930434782608696,229,176,170,575,0.3982608695652174
Karlsruher,Hansa Rostock,1,2,loss,2007-2008,1.3935309973045822,1.4043126684636118,129,120,122,371,0.3477088948787062,1.1950617283950618,1.4987654320987653,122,107,176,405,0.3012345679012346
Bochum,Hertha BSC,1,1,draw,2007-2008,1.3234714003944774,1.6272189349112427,152,129,226,507,0.29980276134122286,1.4438902743142146,1.4364089775561097,155,99,147,401,0.3865336658354115
Bayern Munich,Dortmund,5,0,win,2007-2008,1.9556868537666174,1.032496307237814,385,171,121,677,0.568685376661743,1.6085672082717872,1.2259970457902511,299,197,181,677,0.44165435745937964
Leverkusen,Stuttgart,3,0,win,2007-2008,1.7119645494830134,1.2304283604135893,296,200,181,677,0.43722304283604135,1.5612998522895125,1.3116691285081241,284,187,206,677,0.4194977843426883
Schalke 04,Energie Cottbus,5,0,win,2007-2008,1.3611111111111112,1.1996527777777777,229,176,171,576,0.3975694444444444,1.0731707317073171,1.6341463414634145,46,36,82,164,0.2804878048780488
Hansa Rostock,Werder Bremen,1,2,loss,2007-2008,1.1970443349753694,1.4975369458128078,123,107,176,406,0.30295566502463056,1.6799410029498525,1.2286135693215339,310,172,196,678,0.45722713864306785
Hertha BSC,Hamburger SV,0,0,draw,2007-2008,1.4427860696517414,1.435323383084577,155,100,147,402,0.3855721393034826,1.415929203539823,1.3215339233038348,256,201,221,678,0.3775811209439528
Wolfsburg,Bochum,0,1,loss,2007-2008,1.4141689373297002,1.4904632152588555,131,93,143,367,0.3569482288828338,1.3228346456692914,1.625984251968504,152,130,226,508,0.2992125984251969
Arminia,Leverkusen,1,0,win,2007-2008,1.150375939849624,1.556390977443609,72,66,128,266,0.2706766917293233,1.7138643067846608,1.2286135693215339,297,200,181,678,0.43805309734513276
Eint Frankfurt,Bayern Munich,1,3,loss,2007-2008,1.4015748031496063,1.4468503937007875,174,141,193,508,0.3425196850393701,1.9601769911504425,1.0309734513274336,386,171,121,678,0.5693215339233039
Stuttgart,Nürnberg,3,0,win,2007-2008,1.5589970501474926,1.3141592920353982,284,187,207,678,0.41887905604719766,1.2004555808656037,1.510250569476082,130,118,191,439,0.296127562642369
MSV Duisburg,Karlsruher,0,1,loss,2007-2008,1.1480263157894737,1.5953947368421053,79,88,137,304,0.2598684210526316,1.39247311827957,1.4059139784946237,129,120,123,372,0.3467741935483871
Dortmund,Hannover 96,1,3,loss,2007-2008,1.6061946902654867,1.2315634218289087,299,197,182,678,0.4410029498525074,1.25,1.5948275862068966,67,67,98,232,0.28879310344827586
Nürnberg,Wolfsburg,1,0,win,2007-2008,1.1977272727272728,1.5136363636363637,130,118,192,440,0.29545454545454547,1.4103260869565217,1.4891304347826086,131,93,144,368,0.35597826086956524
Eint Frankfurt,Dortmund,1,1,draw,2007-2008,1.4007858546168959,1.449901768172888,174,141,194,509,0.3418467583497053,1.6053019145802652,1.2341678939617085,299,197,183,679,0.44035346097201766
Karlsruher,Werder Bremen,3,3,draw,2007-2008,1.3914209115281502,1.4021447721179625,130,120,123,373,0.3485254691689008,1.6804123711340206,1.228276877761414,311,172,196,679,0.4580265095729013
Nürnberg,Arminia,2,2,draw,2007-2008,1.1972789115646258,1.510204081632653,131,118,192,441,0.29705215419501135,1.149812734082397,1.550561797752809,73,66,128,267,0.27340823970037453
Hannover 96,Hertha BSC,2,2,draw,2007-2008,1.257510729613734,1.592274678111588,68,67,98,233,0.2918454935622318,1.4392059553349876,1.4317617866004964,155,101,147,403,0.38461538461538464
Energie Cottbus,Hansa Rostock,2,1,win,2007-2008,1.0666666666666667,1.6545454545454545,46,36,83,165,0.2787878787878788,1.1965601965601966,1.4987714987714988,123,107,177,407,0.3022113022113022
Hamburger SV,Schalke 04,0,1,loss,2007-2008,1.4138438880706923,1.3195876288659794,256,202,221,679,0.37702503681885124,1.367417677642981,1.197573656845754,230,176,171,577,0.3986135181975737
Bochum,MSV Duisburg,1,1,draw,2007-2008,1.3222003929273085,1.6227897838899803,153,130,226,509,0.3005893909626719,1.1442622950819672,1.5934426229508196,79,88,138,305,0.25901639344262295
Leverkusen,Wolfsburg,2,2,draw,2007-2008,1.711340206185567,1.228276877761414,297,200,182,679,0.4374079528718704,1.4065040650406504,1.4878048780487805,131,93,145,369,0.35501355013550134
Bayern Munich,Stuttgart,4,1,win,2007-2008,1.9617083946980853,1.0309278350515463,387,171,121,679,0.5699558173784978,1.561119293078056,1.3122238586156112,285,187,207,679,0.41973490427098675
Dortmund,Nürnberg,0,0,draw,2007-2008,1.6044117647058824,1.2338235294117648,299,198,183,680,0.43970588235294117,1.1990950226244343,1.51131221719457,131,119,192,442,0.29638009049773756
Hertha BSC,Karlsruher,3,1,win,2007-2008,1.4405940594059405,1.433168316831683,155,102,147,404,0.38366336633663367,1.3957219251336899,1.4064171122994653,130,121,123,374,0.34759358288770054
Werder Bremen,Energie Cottbus,2,0,win,2007-2008,1.6823529411764706,1.2308823529411765,311,173,196,680,0.4573529411764706,1.072289156626506,1.6506024096385543,47,36,83,166,0.28313253012048195
Schalke 04,Hannover 96,1,1,draw,2007-2008,1.3667820069204153,1.1955017301038062,231,176,171,578,0.39965397923875434,1.2606837606837606,1.5940170940170941,68,68,98,234,0.2905982905982906
Hansa Rostock,Hamburger SV,1,3,loss,2007-2008,1.196078431372549,1.5,123,107,178,408,0.3014705882352941,1.411764705882353,1.3191176470588235,256,202,222,680,0.3764705882352941
Arminia,Bochum,2,0,win,2007-2008,1.1529850746268657,1.5522388059701493,73,67,128,268,0.27238805970149255,1.3215686274509804,1.6215686274509804,153,131,226,510,0.3
Stuttgart,Eint Frankfurt,4,1,win,2007-2008,1.5602941176470588,1.3161764705882353,285,187,208,680,0.41911764705882354,1.4,1.4490196078431372,174,142,194,510,0.3411764705882353
MSV Duisburg,Leverkusen,3,2,win,2007-2008,1.1437908496732025,1.591503267973856,79,89,138,306,0.2581699346405229,1.7117647058823529,1.2294117647058824,297,201,182,680,0.43676470588235294
Wolfsburg,Bayern Munich,0,0,draw,2007-2008,1.4081081081081082,1.4891891891891893,131,94,145,370,0.35405405405405405,1.964705882352941,1.0308823529411764,388,171,121,680,0.5705882352941176
Dortmund,Stuttgart,3,2,win,2007-2008,1.6020558002936858,1.2320117474302497,299,199,183,681,0.4390602055800294,1.5638766519823788,1.315712187958884,286,187,208,681,0.4199706314243759
Bochum,Schalke 04,0,3,loss,2007-2008,1.3189823874755382,1.6223091976516635,153,131,227,511,0.299412915851272,1.3661485319516407,1.1951640759930915,231,177,171,579,0.39896373056994816
Hannover 96,Hansa Rostock,3,0,win,2007-2008,1.2595744680851064,1.5914893617021277,68,69,98,235,0.28936170212765955,1.19559902200489,1.5036674816625917,123,107,179,409,0.30073349633251834
Karlsruher,Energie Cottbus,1,1,draw,2007-2008,1.3946666666666667,1.4106666666666667,130,121,124,375,0.3466666666666667,1.0658682634730539,1.652694610778443,47,36,84,167,0.281437125748503
Leverkusen,Hertha BSC,1,2,loss,2007-2008,1.712187958883994,1.2320117474302497,297,201,183,681,0.43612334801762115,1.4444444444444444,1.4320987654320987,156,102,147,405,0.3851851851851852
Hamburger SV,Werder Bremen,0,1,loss,2007-2008,1.4140969162995596,1.3186490455212923,257,202,222,681,0.37738619676945667,1.6828193832599119,1.2290748898678414,312,173,196,681,0.4581497797356828
Nürnberg,MSV Duisburg,2,0,win,2007-2008,1.1963882618510158,1.507900677200903,131,120,192,443,0.29571106094808125,1.1498371335504887,1.5928338762214984,80,89,138,307,0.26058631921824105
Bayern Munich,Arminia,2,0,win,2007-2008,1.961820851688693,1.0293685756240822,388,172,121,681,0.5697503671071953,1.1561338289962826,1.546468401486989,74,67,128,269,0.275092936802974
Eint Frankfurt,Wolfsburg,2,3,loss,2007-2008,1.3992172211350293,1.4540117416829745,174,142,195,511,0.3405088062622309,1.4043126684636118,1.4851752021563343,131,95,145,371,0.353099730458221
Werder Bremen,Hannover 96,6,1,win,2007-2008,1.6818181818181819,1.2272727272727273,313,173,196,682,0.45894428152492667,1.2669491525423728,1.5847457627118644,69,69,98,236,0.2923728813559322
Hertha BSC,Nürnberg,1,0,win,2007-2008,1.4458128078817734,1.4310344827586208,157,102,147,406,0.3866995073891626,1.1981981981981982,1.5045045045045045,132,120,192,444,0.2972972972972973
Wolfsburg,Stuttgart,4,0,win,2007-2008,1.4086021505376345,1.4865591397849462,132,95,145,372,0.3548387096774194,1.564516129032258,1.3181818181818181,286,187,209,682,0.41935483870967744
Karlsruher,Bochum,1,3,loss,2007-2008,1.3936170212765957,1.4095744680851063,130,122,124,376,0.34574468085106386,1.31640625,1.625,153,131,228,512,0.298828125
Energie Cottbus,Hamburger SV,2,0,win,2007-2008,1.0654761904761905,1.6488095238095237,47,37,84,168,0.27976190476190477,1.4120234604105573,1.3181818181818181,257,202,223,682,0.37683284457478006
Arminia,Dortmund,2,2,draw,2007-2008,1.151851851851852,1.548148148148148,74,67,129,270,0.2740740740740741,1.6041055718475072,1.2331378299120235,300,199,183,682,0.4398826979472141
MSV Duisburg,Bayern Munich,2,3,loss,2007-2008,1.146103896103896,1.594155844155844,80,89,139,308,0.2597402597402597,1.9618768328445748,1.0278592375366569,389,172,121,682,0.5703812316715543
Hansa Rostock,Leverkusen,1,2,loss,2007-2008,1.1926829268292682,1.5073170731707317,123,107,180,410,0.3,1.7111436950146628,1.2331378299120235,297,201,184,682,0.43548387096774194
Schalke 04,Eint Frankfurt,1,0,win,2007-2008,1.3689655172413793,1.193103448275862,232,177,171,580,0.4,1.400390625,1.45703125,174,142,196,512,0.33984375
Hamburger SV,Karlsruher,7,0,win,2007-2008,1.4099560761346999,1.3191800878477307,257,202,224,683,0.3762811127379209,1.3925729442970822,1.4137931034482758,130,122,125,377,0.3448275862068966
Hannover 96,Energie Cottbus,4,0,win,2007-2008,1.2658227848101267,1.6033755274261603,69,69,99,237,0.2911392405063291,1.0710059171597632,1.6390532544378698,48,37,84,169,0.28402366863905326
Eint Frankfurt,MSV Duisburg,4,2,win,2007-2008,1.3976608187134503,1.456140350877193,174,142,197,513,0.3391812865497076,1.1488673139158576,1.598705501618123,80,89,140,309,0.2588996763754045
Leverkusen,Werder Bremen,0,1,loss,2007-2008,1.7115666178623719,1.232796486090776,298,201,184,683,0.4363103953147877,1.6881405563689604,1.2269399707174231,314,173,196,683,0.45973645680819913
Stuttgart,Arminia,2,2,draw,2007-2008,1.562225475841874,1.322108345534407,286,187,210,683,0.41874084919472915,1.154981549815498,1.5498154981549817,74,68,129,271,0.2730627306273063
Bochum,Hansa Rostock,1,2,loss,2007-2008,1.3196881091617934,1.6237816764132553,154,131,228,513,0.3001949317738791,1.1922141119221412,1.508515815085158,123,107,181,411,0.29927007299270075
Bayern Munich,Hertha BSC,4,1,win,2007-2008,1.9633967789165447,1.0292825768667642,390,172,121,683,0.5710102489019033,1.4447174447174447,1.4275184275184276,158,102,147,407,0.3882063882063882
Nürnberg,Schalke 04,0,2,loss,2007-2008,1.195505617977528,1.503370786516854,132,120,193,445,0.2966292134831461,1.3683304647160068,1.1910499139414803,233,177,171,581,0.4010327022375215
Dortmund,Wolfsburg,2,4,loss,2007-2008,1.6046852122986823,1.2342606149341142,300,200,183,683,0.43923865300146414,1.415549597855228,1.482573726541555,133,95,145,373,0.35656836461126007
Bayern Munich,Hamburger SV,2,2,draw,2008-2009,1.9663742690058479,1.0292397660818713,391,172,121,684,0.5716374269005848,1.4181286549707601,1.317251461988304,258,202,224,684,0.37719298245614036
Leverkusen,Dortmund,2,3,loss,2008-2009,1.70906432748538,1.2324561403508771,298,201,185,684,0.43567251461988304,1.605263157894737,1.2383040935672514,300,200,184,684,0.43859649122807015
Wolfsburg,Köln,2,1,win,2008-2009,1.4224598930481283,1.4839572192513368,134,95,145,374,0.3582887700534759,1.4041666666666666,1.4916666666666667,162,123,195,480,0.3375
Arminia,Werder Bremen,2,2,draw,2008-2009,1.1580882352941178,1.5514705882352942,74,69,129,272,0.27205882352941174,1.6871345029239766,1.2251461988304093,315,173,196,684,0.4605263157894737
Schalke 04,Hannover 96,3,0,win,2008-2009,1.3694158075601375,1.1890034364261168,234,177,171,582,0.4020618556701031,1.2773109243697478,1.596638655462185,70,69,99,238,0.29411764705882354
Energie Cottbus,Hoffenheim,0,3,loss,2008-2009,1.0647058823529412,1.6529411764705881,48,37,85,170,0.2823529411764706,0.0,0.0,0,0,0,0,0.0
Karlsruher,Bochum,1,0,win,2008-2009,1.3888888888888888,1.4285714285714286,130,122,126,378,0.3439153439153439,1.3190661478599222,1.6245136186770428,154,131,229,514,0.29961089494163423
Eint Frankfurt,Hertha BSC,0,2,loss,2008-2009,1.4027237354085602,1.4571984435797665,175,142,197,514,0.3404669260700389,1.4436274509803921,1.4338235294117647,158,102,148,408,0.3872549019607843
Gladbach,Stuttgart,1,3,loss,2008-2009,1.3298969072164948,1.5103092783505154,180,175,227,582,0.30927835051546393,1.5628654970760234,1.3230994152046784,286,188,210,684,0.41812865497076024
Hannover 96,Energie Cottbus,0,0,draw,2008-2009,1.2719665271966527,1.602510460251046,70,69,100,239,0.2928870292887029,1.0584795321637428,1.6608187134502923,48,37,86,171,0.2807017543859649
Dortmund,Bayern Munich,1,1,draw,2008-2009,1.6072992700729927,1.2394160583941607,301,200,184,685,0.4394160583941606,1.9664233576642336,1.0306569343065692,391,173,121,685,0.5708029197080292
Hertha BSC,Arminia,1,1,draw,2008-2009,1.4449877750611246,1.430317848410758,159,102,148,409,0.38875305623471884,1.1611721611721613,1.5531135531135531,74,70,129,273,0.27106227106227104
Werder Bremen,Schalke 04,1,1,draw,2008-2009,1.6875912408759124,1.2262773722627738,315,174,196,685,0.45985401459854014,1.3722126929674099,1.1869639794168096,235,177,171,583,0.40308747855917665
Hamburger SV,Karlsruher,2,1,win,2008-2009,1.418978102189781,1.3182481751824817,258,203,224,685,0.37664233576642336,1.3878627968337731,1.424802110817942,131,122,126,379,0.34564643799472294
Stuttgart,Leverkusen,0,2,loss,2008-2009,1.564963503649635,1.3226277372262774,287,188,210,685,0.41897810218978104,1.7094890510948906,1.235036496350365,298,201,186,685,0.43503649635036495
Hoffenheim,Gladbach,1,0,win,2008-2009,3.0,0.0,1,0,0,1,1.0,1.3293310463121784,1.5128644939965694,180,175,228,583,0.30874785591766724
Bochum,Wolfsburg,2,2,draw,2008-2009,1.316504854368932,1.6233009708737864,154,131,230,515,0.29902912621359223,1.424,1.4826666666666666,135,95,145,375,0.36
Köln,Eint Frankfurt,1,1,draw,2008-2009,1.4033264033264032,1.4927234927234927,162,123,196,481,0.3367983367983368,1.4,1.4582524271844661,175,142,198,515,0.33980582524271846
Karlsruher,Köln,0,2,loss,2008-2009,1.3868421052631579,1.4263157894736842,131,122,127,380,0.3447368421052632,1.4024896265560165,1.491701244813278,162,124,196,482,0.3360995850622407
Gladbach,Werder Bremen,3,2,win,2008-2009,1.327054794520548,1.5119863013698631,180,175,229,584,0.3082191780821918,1.686588921282799,1.2259475218658893,315,175,196,686,0.45918367346938777
Wolfsburg,Eint Frankfurt,2,2,draw,2008-2009,1.425531914893617,1.4840425531914894,135,96,145,376,0.35904255319148937,1.3992248062015504,1.4573643410852712,175,143,198,516,0.3391472868217054
Energie Cottbus,Dortmund,0,1,loss,2008-2009,1.052325581395349,1.6511627906976745,48,38,86,172,0.27906976744186046,1.6064139941690962,1.239067055393586,301,201,184,686,0.4387755102040816
Schalke 04,Bochum,1,0,win,2008-2009,1.3715753424657535,1.1866438356164384,235,178,171,584,0.4023972602739726,1.317829457364341,1.624031007751938,154,132,230,516,0.29844961240310075
Arminia,Hamburger SV,2,4,loss,2008-2009,1.1605839416058394,1.551094890510949,74,71,129,274,0.27007299270072993,1.4198250728862973,1.3177842565597668,259,203,224,686,0.37755102040816324
Leverkusen,Hoffenheim,5,2,win,2008-2009,1.7099125364431487,1.2332361516034986,299,201,186,686,0.4358600583090379,2.0,0.0,2,0,0,2,1.0
Bayern Munich,Hertha BSC,4,1,win,2008-2009,1.9650145772594751,1.030612244897959,391,174,121,686,0.5699708454810496,1.4439024390243902,1.4292682926829268,159,103,148,410,0.3878048780487805
Stuttgart,Hannover 96,2,0,win,2008-2009,1.5626822157434401,1.3236151603498543,287,188,211,686,0.41836734693877553,1.2666666666666666,1.5958333333333334,70,70,100,240,0.2916666666666667
Hamburger SV,Leverkusen,3,2,win,2008-2009,1.4235807860262009,1.3187772925764192,260,203,224,687,0.3784570596797671,1.7147016011644833,1.2343522561863174,300,201,186,687,0.4366812227074236
Werder Bremen,Energie Cottbus,3,0,win,2008-2009,1.6870451237263464,1.2285298398835516,315,175,197,687,0.4585152838427948,1.046242774566474,1.6473988439306357,48,38,87,173,0.2774566473988439
Hoffenheim,Stuttgart,0,0,draw,2008-2009,2.0,1.6666666666666667,2,0,1,3,0.6666666666666666,1.5633187772925765,1.321688500727802,288,188,211,687,0.4192139737991266
Dortmund,Schalke 04,3,3,draw,2008-2009,1.6055312954876273,1.2372634643377,302,201,184,687,0.4395924308588064,1.370940170940171,1.1846153846153846,236,178,171,585,0.40341880341880343
Köln,Bayern Munich,0,3,loss,2008-2009,1.4037267080745341,1.4886128364389235,163,124,196,483,0.33747412008281574,1.967976710334789,1.0305676855895196,392,174,121,687,0.5705967976710334
Hertha BSC,Wolfsburg,2,2,draw,2008-2009,1.4428223844282237,1.4355231143552312,159,103,149,411,0.38686131386861317,1.427055702917772,1.4854111405835544,135,97,145,377,0.35809018567639256
Hannover 96,Gladbach,5,1,win,2008-2009,1.2614107883817427,1.5975103734439835,70,70,101,241,0.29045643153526973,1.3299145299145299,1.5128205128205128,181,175,229,585,0.3094017094017094
Bochum,Arminia,2,0,win,2008-2009,1.3152804642166345,1.622823984526112,154,132,231,517,0.2978723404255319,1.1636363636363636,1.56,74,71,130,275,0.2690909090909091
Leverkusen,Hannover 96,4,0,win,2008-2009,1.7151162790697674,1.2369186046511629,300,201,187,688,0.436046511627907,1.2768595041322315,1.5950413223140496,71,70,101,242,0.29338842975206614
Schalke 04,Eint Frankfurt,1,0,win,2008-2009,1.3737201365187712,1.1877133105802047,236,179,171,586,0.40273037542662116,1.4003868471953578,1.4584139264990328,175,144,198,517,0.33849129593810445
Bayern Munich,Werder Bremen,2,5,loss,2008-2009,1.9694767441860466,1.0290697674418605,393,174,121,688,0.5712209302325582,1.688953488372093,1.2267441860465116,316,175,197,688,0.45930232558139533
Gladbach,Hertha BSC,0,1,loss,2008-2009,1.3293515358361774,1.5187713310580204,181,175,230,586,0.30887372013651876,1.4441747572815533,1.4368932038834952,159,104,149,412,0.3859223300970874
Arminia,Köln,2,0,win,2008-2009,1.1594202898550725,1.5615942028985508,74,71,131,276,0.26811594202898553,1.4008264462809918,1.4917355371900827,163,124,197,484,0.3367768595041322
Energie Cottbus,Bochum,1,1,draw,2008-2009,1.0402298850574712,1.6551724137931034,48,38,88,174,0.27586206896551724,1.3166023166023166,1.6196911196911197,155,132,231,518,0.29922779922779924
Wolfsburg,Hamburger SV,3,0,win,2008-2009,1.4285714285714286,1.4867724867724867,135,98,145,378,0.35714285714285715,1.4258720930232558,1.319767441860465,261,203,224,688,0.3793604651162791
Hoffenheim,Dortmund,4,1,win,2008-2009,1.5,1.25,2,1,1,4,0.5,1.6075581395348837,1.239825581395349,302,202,184,688,0.438953488372093
Stuttgart,Karlsruher,3,1,win,2008-2009,1.561046511627907,1.319767441860465,288,189,211,688,0.4186046511627907,1.3832020997375327,1.4278215223097113,131,122,128,381,0.3438320209973753
Köln,Schalke 04,1,0,win,2008-2009,1.3979381443298968,1.4927835051546392,163,124,198,485,0.33608247422680415,1.373083475298126,1.1856899488926746,237,179,171,587,0.403747870528109
Hannover 96,Bayern Munich,1,0,win,2008-2009,1.271604938271605,1.6049382716049383,71,70,102,243,0.29218106995884774,1.9695210449927432,1.034833091436865,393,174,122,689,0.5703918722786647
Dortmund,Stuttgart,3,0,win,2008-2009,1.6066763425253991,1.2438316400580551,302,202,185,689,0.43831640058055155,1.5631349782293178,1.3193033381712627,289,189,211,689,0.41944847605224966
Hamburger SV,Gladbach,1,0,win,2008-2009,1.4238026124818577,1.3222060957910013,261,203,225,689,0.3788098693759071,1.3270868824531517,1.5178875638841567,181,175,231,587,0.3083475298126065
Hertha BSC,Energie Cottbus,0,1,loss,2008-2009,1.4430992736077481,1.4334140435835352,160,104,149,413,0.387409200968523,1.04,1.6514285714285715,48,39,88,175,0.2742857142857143
Werder Bremen,Hoffenheim,5,4,win,2008-2009,1.6937590711175616,1.227866473149492,317,175,197,689,0.46008708272859217,2.0,1.2,3,1,1,5,0.6
Bochum,Leverkusen,2,3,loss,2008-2009,1.3159922928709056,1.6184971098265897,155,133,231,519,0.29865125240847784,1.718432510885341,1.2351233671988389,301,201,187,689,0.43686502177068215
Karlsruher,Wolfsburg,2,1,win,2008-2009,1.382198952879581,1.431937172774869,131,122,129,382,0.34293193717277487,1.432717678100264,1.482849604221636,136,98,145,379,0.35883905013192613
Eint Frankfurt,Arminia,1,1,draw,2008-2009,1.3976833976833978,1.4575289575289576,175,144,199,518,0.33783783783783783,1.1624548736462095,1.555956678700361,75,71,131,277,0.27075812274368233
Arminia,Karlsruher,1,2,loss,2008-2009,1.1618705035971224,1.5539568345323742,75,72,131,278,0.2697841726618705,1.3838120104438643,1.4308093994778068,132,122,129,383,0.34464751958224543
Bayern Munich,Bochum,3,3,draw,2008-2009,1.9666666666666666,1.0347826086956522,393,174,123,690,0.5695652173913044,1.3173076923076923,1.6211538461538462,155,133,232,520,0.2980769230769231
Hoffenheim,Eint Frankfurt,2,1,win,2008-2009,2.3333333333333335,1.8333333333333333,3,1,2,6,0.5,1.3969171483622351,1.4566473988439306,175,145,199,519,0.3371868978805395
