home_team,away_team,home_goals,away_goals,result,season,home_avg_goals_scored,home_avg_goals_conceded,home_wins,home_draws,home_losses,home_matches_played,home_win_rate,away_avg_goals_scored,away_avg_goals_conceded,away_wins,away_draws,away_losses,away_matches_played,away_win_rate
Bochum,Karlsruher,2,0,win,1989-1990,1.1791044776119404,1.6417910447761195,19,15,33,67,0.2835820895522388,1.1940298507462686,1.3134328358208955,22,20,25,67,0.3283582089552239
Dortmund,Stuttgart,0,3,loss,1990-1991,1.5735294117647058,1.1029411764705883,27,24,17,68,0.39705882352941174,1.6323529411764706,1.411764705882353,31,13,24,68,0.45588235294117646
Hertha BSC,St Pauli,1,2,loss,1990-1991,0.0,0.0,0,0,0,0,0.0,1.0588235294117647,1.2941176470588236,18,27,23,68,0.2647058823529412
Nürnberg,Uerdingen,1,1,draw,1990-1991,1.1470588235294117,1.4705882352941178,19,21,28,68,0.27941176470588236,1.338235294117647,1.588235294117647,20,21,27,68,0.29411764705882354
Gladbach,Bochum,1,2,loss,1990-1991,1.1911764705882353,1.2941176470588236,23,22,23,68,0.3382352941176471,1.1911764705882353,1.6176470588235294,20,15,33,68,0.29411764705882354
Bayern Munich,Leverkusen,1,1,draw,1990-1991,1.9264705882352942,0.7941176470588235,38,23,7,68,0.5588235294117647,1.25,1.1176470588235294,22,29,17,68,0.3235294117647059
Hamburger SV,Kaiserslautern,1,3,loss,1990-1991,1.4558823529411764,1.2058823529411764,30,14,24,68,0.4411764705882353,1.3088235294117647,1.4558823529411764,20,24,24,68,0.29411764705882354
Eint Frankfurt,Karlsruher,3,0,win,1990-1991,1.338235294117647,1.3676470588235294,23,21,24,68,0.3382352941176471,1.1764705882352942,1.3235294117647058,22,20,26,68,0.3235294117647059
Köln,Düsseldorf,1,1,draw,1990-1991,1.6470588235294117,1.088235294117647,35,18,15,68,0.5147058823529411,1.2058823529411764,1.2058823529411764,10,12,12,34,0.29411764705882354
Wattenscheid,Werder Bremen,2,0,win,1990-1991,0.0,0.0,0,0,0,0,0.0,1.5294117647058822,1.0735294117647058,28,22,18,68,0.4117647058823529
St Pauli,Bayern Munich,0,0,draw,1990-1991,1.0724637681159421,1.289855072463768,19,27,23,69,0.2753623188405797,1.9130434782608696,0.7971014492753623,38,24,7,69,0.5507246376811594
Werder Bremen,Gladbach,3,0,win,1990-1991,1.5072463768115942,1.0869565217391304,28,22,19,69,0.4057971014492754,1.1884057971014492,1.3043478260869565,23,22,24,69,0.3333333333333333
Stuttgart,Hertha BSC,4,0,win,1990-1991,1.6521739130434783,1.391304347826087,32,13,24,69,0.463768115942029,1.0,2.0,0,0,1,1,0.0
Bochum,Köln,1,0,win,1990-1991,1.2028985507246377,1.608695652173913,21,15,33,69,0.30434782608695654,1.6376811594202898,1.0869565217391304,35,19,15,69,0.5072463768115942
Düsseldorf,Hamburger SV,2,1,win,1990-1991,1.2,1.2,10,13,12,35,0.2857142857142857,1.4492753623188406,1.2318840579710144,30,14,25,69,0.43478260869565216
Leverkusen,Nürnberg,2,2,draw,1990-1991,1.2463768115942029,1.1159420289855073,22,30,17,69,0.3188405797101449,1.144927536231884,1.463768115942029,19,22,28,69,0.2753623188405797
Karlsruher,Dortmund,1,2,loss,1990-1991,1.1594202898550725,1.3478260869565217,22,20,27,69,0.3188405797101449,1.5507246376811594,1.1304347826086956,27,24,18,69,0.391304347826087
Kaiserslautern,Eint Frankfurt,1,1,draw,1990-1991,1.3333333333333333,1.4492753623188406,21,24,24,69,0.30434782608695654,1.3623188405797102,1.3478260869565217,24,21,24,69,0.34782608695652173
Uerdingen,Wattenscheid,0,2,loss,1990-1991,1.3333333333333333,1.5797101449275361,20,22,27,69,0.2898550724637681,2.0,0.0,1,0,0,1,1.0
Hamburger SV,Bochum,1,0,win,1990-1991,1.4428571428571428,1.2428571428571429,30,14,26,70,0.42857142857142855,1.2,1.5857142857142856,22,15,33,70,0.3142857142857143
Eint Frankfurt,Düsseldorf,5,1,win,1990-1991,1.3571428571428572,1.3428571428571427,24,22,24,70,0.34285714285714286,1.2222222222222223,1.1944444444444444,11,13,12,36,0.3055555555555556
Dortmund,Kaiserslautern,0,2,loss,1990-1991,1.5571428571428572,1.1285714285714286,28,24,18,70,0.4,1.3285714285714285,1.4428571428571428,21,25,24,70,0.3
Uerdingen,Leverkusen,1,1,draw,1990-1991,1.3142857142857143,1.5857142857142856,20,22,28,70,0.2857142857142857,1.2571428571428571,1.1285714285714286,22,31,17,70,0.3142857142857143
Köln,Werder Bremen,1,0,win,1990-1991,1.6142857142857143,1.0857142857142856,35,19,16,70,0.5,1.5285714285714285,1.0714285714285714,29,22,19,70,0.4142857142857143
Wattenscheid,Gladbach,1,1,draw,1990-1991,2.0,0.0,2,0,0,2,1.0,1.1714285714285715,1.3285714285714285,23,22,25,70,0.32857142857142857
Nürnberg,St Pauli,5,2,win,1990-1991,1.1571428571428573,1.4714285714285715,19,23,28,70,0.2714285714285714,1.0571428571428572,1.2714285714285714,19,28,23,70,0.2714285714285714
Bayern Munich,Stuttgart,2,1,win,1990-1991,1.8857142857142857,0.7857142857142857,38,25,7,70,0.5428571428571428,1.6857142857142857,1.3714285714285714,33,13,24,70,0.4714285714285714
Hertha BSC,Karlsruher,1,1,draw,1990-1991,0.5,3.0,0,0,2,2,0.0,1.1571428571428573,1.3571428571428572,22,20,28,70,0.3142857142857143
Kaiserslautern,Hertha BSC,4,3,win,1990-1991,1.3380281690140845,1.4225352112676057,22,25,24,71,0.30985915492957744,0.6666666666666666,2.3333333333333335,0,1,2,3,0.0
Werder Bremen,Hamburger SV,3,1,win,1990-1991,1.5070422535211268,1.0704225352112675,29,22,20,71,0.4084507042253521,1.4366197183098592,1.2253521126760563,31,14,26,71,0.43661971830985913
Bochum,Eint Frankfurt,0,0,draw,1990-1991,1.1830985915492958,1.5774647887323943,22,15,34,71,0.30985915492957744,1.408450704225352,1.3380281690140845,25,22,24,71,0.352112676056338
St Pauli,Uerdingen,1,1,draw,1990-1991,1.0704225352112675,1.323943661971831,19,28,24,71,0.2676056338028169,1.3098591549295775,1.5774647887323943,20,23,28,71,0.28169014084507044
Gladbach,Köln,2,2,draw,1990-1991,1.1690140845070423,1.323943661971831,23,23,25,71,0.323943661971831,1.6056338028169015,1.0704225352112675,36,19,16,71,0.5070422535211268
Karlsruher,Bayern Munich,2,3,loss,1990-1991,1.1549295774647887,1.352112676056338,22,21,28,71,0.30985915492957744,1.8873239436619718,0.7887323943661971,39,25,7,71,0.5492957746478874
Stuttgart,Nürnberg,2,1,win,1990-1991,1.676056338028169,1.380281690140845,33,13,25,71,0.4647887323943662,1.2112676056338028,1.4788732394366197,20,23,28,71,0.28169014084507044
Düsseldorf,Dortmund,0,0,draw,1990-1991,1.2162162162162162,1.2972972972972974,11,13,13,37,0.2972972972972973,1.5352112676056338,1.1408450704225352,28,24,19,71,0.39436619718309857
Leverkusen,Wattenscheid,2,1,win,1990-1991,1.2535211267605635,1.1267605633802817,22,32,17,71,0.30985915492957744,1.6666666666666667,0.3333333333333333,2,1,0,3,0.6666666666666666
Dortmund,Bochum,1,0,win,1990-1991,1.5138888888888888,1.125,28,25,19,72,0.3888888888888889,1.1666666666666667,1.5555555555555556,22,16,34,72,0.3055555555555556
Bayern Munich,Kaiserslautern,4,0,win,1990-1991,1.9027777777777777,0.8055555555555556,40,25,7,72,0.5555555555555556,1.375,1.4444444444444444,23,25,24,72,0.3194444444444444
Uerdingen,Stuttgart,2,0,win,1990-1991,1.3055555555555556,1.5694444444444444,20,24,28,72,0.2777777777777778,1.6805555555555556,1.375,34,13,25,72,0.4722222222222222
Wattenscheid,Köln,0,3,loss,1990-1991,1.5,0.75,2,1,1,4,0.5,1.6111111111111112,1.0833333333333333,36,20,16,72,0.5
Eint Frankfurt,Werder Bremen,0,0,draw,1990-1991,1.3888888888888888,1.3194444444444444,25,23,24,72,0.3472222222222222,1.5277777777777777,1.0694444444444444,30,22,20,72,0.4166666666666667
Hamburger SV,Gladbach,3,0,win,1990-1991,1.4305555555555556,1.25,31,14,27,72,0.4305555555555556,1.1805555555555556,1.3333333333333333,23,24,25,72,0.3194444444444444
Hertha BSC,Düsseldorf,0,1,loss,1990-1991,1.25,2.75,0,1,3,4,0.0,1.1842105263157894,1.263157894736842,11,14,13,38,0.2894736842105263
Nürnberg,Karlsruher,0,0,draw,1990-1991,1.2083333333333333,1.4861111111111112,20,23,29,72,0.2777777777777778,1.1666666666666667,1.375,22,21,29,72,0.3055555555555556
Leverkusen,St Pauli,3,1,win,1990-1991,1.2638888888888888,1.125,23,32,17,72,0.3194444444444444,1.0694444444444444,1.3194444444444444,19,29,24,72,0.2638888888888889
St Pauli,Wattenscheid,1,1,draw,1990-1991,1.0684931506849316,1.3424657534246576,19,29,25,73,0.2602739726027397,1.2,1.2,2,1,2,5,0.4
Kaiserslautern,Nürnberg,3,1,win,1990-1991,1.356164383561644,1.4794520547945205,23,25,25,73,0.3150684931506849,1.1917808219178083,1.4657534246575343,20,24,29,73,0.273972602739726
Karlsruher,Uerdingen,2,0,win,1990-1991,1.1506849315068493,1.356164383561644,22,22,29,73,0.3013698630136986,1.3150684931506849,1.547945205479452,21,24,28,73,0.2876712328767123
Gladbach,Eint Frankfurt,1,1,draw,1990-1991,1.1643835616438356,1.356164383561644,23,24,26,73,0.3150684931506849,1.36986301369863,1.3013698630136987,25,24,24,73,0.3424657534246575
Köln,Hamburger SV,1,0,win,1990-1991,1.63013698630137,1.0684931506849316,37,20,16,73,0.5068493150684932,1.452054794520548,1.2328767123287672,32,14,27,73,0.4383561643835616
Stuttgart,Leverkusen,0,2,loss,1990-1991,1.6575342465753424,1.3835616438356164,34,13,26,73,0.4657534246575342,1.2876712328767124,1.1232876712328768,24,32,17,73,0.3287671232876712
Werder Bremen,Dortmund,1,1,draw,1990-1991,1.5068493150684932,1.0547945205479452,30,23,20,73,0.410958904109589,1.5068493150684932,1.1095890410958904,29,25,19,73,0.3972602739726027
Bochum,Hertha BSC,4,2,win,1990-1991,1.1506849315068493,1.547945205479452,22,16,35,73,0.3013698630136986,1.0,2.4,0,1,4,5,0.0
Düsseldorf,Bayern Munich,1,2,loss,1990-1991,1.1794871794871795,1.2307692307692308,12,14,13,39,0.3076923076923077,1.9315068493150684,0.7945205479452054,41,25,7,73,0.5616438356164384
Wattenscheid,Hamburger SV,0,1,loss,1990-1991,1.1666666666666667,1.1666666666666667,2,2,2,6,0.3333333333333333,1.4324324324324325,1.2297297297297298,32,14,28,74,0.43243243243243246
Uerdingen,Kaiserslautern,3,7,loss,1990-1991,1.2972972972972974,1.554054054054054,21,24,29,74,0.28378378378378377,1.3783783783783783,1.472972972972973,24,25,25,74,0.32432432432432434
Leverkusen,Karlsruher,1,0,win,1990-1991,1.2972972972972974,1.1081081081081081,25,32,17,74,0.33783783783783783,1.162162162162162,1.337837837837838,23,22,29,74,0.3108108108108108
St Pauli,Stuttgart,2,2,draw,1990-1991,1.0675675675675675,1.337837837837838,19,30,25,74,0.25675675675675674,1.635135135135135,1.3918918918918919,34,13,27,74,0.4594594594594595
Hertha BSC,Werder Bremen,0,0,draw,1990-1991,1.1666666666666667,2.6666666666666665,0,1,5,6,0.0,1.5,1.054054054054054,30,24,20,74,0.40540540540540543
Dortmund,Gladbach,1,1,draw,1990-1991,1.5,1.1081081081081081,29,26,19,74,0.3918918918918919,1.162162162162162,1.3513513513513513,23,25,26,74,0.3108108108108108
Bayern Munich,Bochum,2,2,draw,1990-1991,1.9324324324324325,0.7972972972972973,42,25,7,74,0.5675675675675675,1.1891891891891893,1.554054054054054,23,16,35,74,0.3108108108108108
Eint Frankfurt,Köln,1,0,win,1990-1991,1.364864864864865,1.2972972972972974,25,25,24,74,0.33783783783783783,1.6216216216216217,1.054054054054054,38,20,16,74,0.5135135135135135
Nürnberg,Düsseldorf,3,0,win,1990-1991,1.1891891891891893,1.4864864864864864,20,24,30,74,0.2702702702702703,1.175,1.25,12,14,14,40,0.3
Gladbach,Hertha BSC,2,0,win,1990-1991,1.16,1.3466666666666667,23,26,26,75,0.30666666666666664,1.0,2.2857142857142856,0,2,5,7,0.0
Werder Bremen,Bayern Munich,1,0,win,1990-1991,1.48,1.04,30,25,20,75,0.4,1.9333333333333333,0.8133333333333334,42,26,7,75,0.56
Kaiserslautern,Leverkusen,2,1,win,1990-1991,1.4533333333333334,1.4933333333333334,25,25,25,75,0.3333333333333333,1.2933333333333332,1.0933333333333333,26,32,17,75,0.3466666666666667
Karlsruher,St Pauli,1,1,draw,1990-1991,1.1466666666666667,1.3333333333333333,23,22,30,75,0.30666666666666664,1.08,1.3466666666666667,19,31,25,75,0.25333333333333335
Stuttgart,Wattenscheid,1,4,loss,1990-1991,1.64,1.4,34,14,27,75,0.4533333333333333,1.0,1.1428571428571428,2,2,3,7,0.2857142857142857
Hamburger SV,Eint Frankfurt,0,1,loss,1990-1991,1.4266666666666667,1.2133333333333334,33,14,28,75,0.44,1.36,1.28,26,25,24,75,0.3466666666666667
Bochum,Nürnberg,0,0,draw,1990-1991,1.2,1.56,23,17,35,75,0.30666666666666664,1.2133333333333334,1.4666666666666666,21,24,30,75,0.28
Düsseldorf,Uerdingen,0,2,loss,1990-1991,1.146341463414634,1.2926829268292683,12,14,15,41,0.2926829268292683,1.32,1.6266666666666667,21,24,30,75,0.28
Köln,Dortmund,0,1,loss,1990-1991,1.6,1.0533333333333332,38,20,17,75,0.5066666666666667,1.4933333333333334,1.1066666666666667,29,27,19,75,0.38666666666666666
Uerdingen,Bochum,4,1,win,1990-1991,1.3289473684210527,1.605263157894737,22,24,30,76,0.2894736842105263,1.1842105263157894,1.5394736842105263,23,18,35,76,0.3026315789473684
Hertha BSC,Köln,0,0,draw,1990-1991,0.875,2.25,0,2,6,8,0.0,1.5789473684210527,1.0526315789473684,38,20,18,76,0.5
St Pauli,Kaiserslautern,1,0,win,1990-1991,1.0789473684210527,1.3421052631578947,19,32,25,76,0.25,1.4605263157894737,1.486842105263158,26,25,25,76,0.34210526315789475
Bayern Munich,Gladbach,4,1,win,1990-1991,1.9078947368421053,0.8157894736842105,42,26,8,76,0.5526315789473685,1.1710526315789473,1.3289473684210527,24,26,26,76,0.3157894736842105
Stuttgart,Karlsruher,2,2,draw,1990-1991,1.631578947368421,1.4342105263157894,34,14,28,76,0.4473684210526316,1.144736842105263,1.3289473684210527,23,23,30,76,0.3026315789473684
Leverkusen,Düsseldorf,1,1,draw,1990-1991,1.2894736842105263,1.105263157894737,26,32,18,76,0.34210526315789475,1.119047619047619,1.3095238095238095,12,14,16,42,0.2857142857142857
Dortmund,Hamburger SV,1,1,draw,1990-1991,1.486842105263158,1.0921052631578947,30,27,19,76,0.39473684210526316,1.4078947368421053,1.2105263157894737,33,14,29,76,0.4342105263157895
Nürnberg,Werder Bremen,2,3,loss,1990-1991,1.1973684210526316,1.4473684210526316,21,25,30,76,0.27631578947368424,1.4736842105263157,1.0263157894736843,31,25,20,76,0.40789473684210525
Wattenscheid,Eint Frankfurt,1,0,win,1990-1991,1.375,1.125,3,2,3,8,0.375,1.355263157894737,1.263157894736842,27,25,24,76,0.35526315789473684
Karlsruher,Wattenscheid,1,3,loss,1990-1991,1.155844155844156,1.3376623376623376,23,24,30,77,0.2987012987012987,1.3333333333333333,1.0,4,2,3,9,0.4444444444444444
Eint Frankfurt,Dortmund,3,1,win,1990-1991,1.3376623376623376,1.2597402597402598,27,25,25,77,0.35064935064935066,1.4805194805194806,1.0909090909090908,30,28,19,77,0.38961038961038963
Bochum,Leverkusen,3,1,win,1990-1991,1.1818181818181819,1.5714285714285714,23,18,36,77,0.2987012987012987,1.2857142857142858,1.103896103896104,26,33,18,77,0.33766233766233766
Werder Bremen,Uerdingen,4,3,win,1990-1991,1.4935064935064934,1.0389610389610389,32,25,20,77,0.4155844155844156,1.3636363636363635,1.5974025974025974,23,24,30,77,0.2987012987012987
Köln,Bayern Munich,4,0,win,1990-1991,1.5584415584415585,1.0389610389610389,38,21,18,77,0.4935064935064935,1.9350649350649352,0.8181818181818182,43,26,8,77,0.5584415584415584
Düsseldorf,St Pauli,0,0,draw,1990-1991,1.1162790697674418,1.302325581395349,12,15,16,43,0.27906976744186046,1.077922077922078,1.3246753246753247,20,32,25,77,0.2597402597402597
Kaiserslautern,Stuttgart,2,0,win,1990-1991,1.4415584415584415,1.4805194805194806,26,25,26,77,0.33766233766233766,1.6363636363636365,1.4415584415584415,34,15,28,77,0.44155844155844154
Gladbach,Nürnberg,2,0,win,1990-1991,1.1688311688311688,1.3636363636363635,24,26,27,77,0.3116883116883117,1.2077922077922079,1.4675324675324675,21,25,31,77,0.2727272727272727
Hamburger SV,Hertha BSC,2,0,win,1990-1991,1.4025974025974026,1.2077922077922079,33,15,29,77,0.42857142857142855,0.7777777777777778,2.0,0,3,6,9,0.0
Wattenscheid,Dortmund,1,1,draw,1990-1991,1.5,1.0,5,2,3,10,0.5,1.4743589743589745,1.1153846153846154,30,28,20,78,0.38461538461538464
St Pauli,Bochum,3,3,draw,1990-1991,1.064102564102564,1.3076923076923077,20,33,25,78,0.2564102564102564,1.205128205128205,1.564102564102564,24,18,36,78,0.3076923076923077
Leverkusen,Werder Bremen,0,0,draw,1990-1991,1.2820512820512822,1.1282051282051282,26,33,19,78,0.3333333333333333,1.5256410256410255,1.064102564102564,33,25,20,78,0.4230769230769231
Bayern Munich,Hamburger SV,6,1,win,1990-1991,1.9102564102564104,0.8589743589743589,43,26,9,78,0.5512820512820513,1.4102564102564104,1.1923076923076923,34,15,29,78,0.4358974358974359
Uerdingen,Gladbach,1,1,draw,1990-1991,1.3846153846153846,1.6282051282051282,23,24,31,78,0.2948717948717949,1.1794871794871795,1.3461538461538463,25,26,27,78,0.32051282051282054
Karlsruher,Kaiserslautern,4,2,win,1990-1991,1.1538461538461537,1.358974358974359,23,24,31,78,0.2948717948717949,1.4487179487179487,1.4615384615384615,27,25,26,78,0.34615384615384615
Hertha BSC,Eint Frankfurt,1,0,win,1990-1991,0.7,2.0,0,3,7,10,0.0,1.358974358974359,1.2564102564102564,28,25,25,78,0.358974358974359
Stuttgart,Düsseldorf,1,1,draw,1990-1991,1.6153846153846154,1.4487179487179487,34,15,29,78,0.4358974358974359,1.0909090909090908,1.2727272727272727,12,16,16,44,0.2727272727272727
Nürnberg,Köln,0,4,loss,1990-1991,1.1923076923076923,1.4743589743589745,21,25,32,78,0.2692307692307692,1.5897435897435896,1.0256410256410255,39,21,18,78,0.5
Werder Bremen,St Pauli,1,0,win,1990-1991,1.5063291139240507,1.0506329113924051,33,26,20,79,0.4177215189873418,1.0886075949367089,1.3291139240506329,20,34,25,79,0.25316455696202533
Bochum,Stuttgart,1,1,draw,1990-1991,1.2278481012658229,1.5822784810126582,24,19,36,79,0.3037974683544304,1.6075949367088607,1.4430379746835442,34,16,29,79,0.43037974683544306
Kaiserslautern,Wattenscheid,1,1,draw,1990-1991,1.4556962025316456,1.4936708860759493,27,25,27,79,0.34177215189873417,1.4545454545454546,1.0,5,3,3,11,0.45454545454545453
Gladbach,Leverkusen,1,1,draw,1990-1991,1.1772151898734178,1.3417721518987342,25,27,27,79,0.31645569620253167,1.2658227848101267,1.1139240506329113,26,34,19,79,0.3291139240506329
Düsseldorf,Karlsruher,5,2,win,1990-1991,1.0888888888888888,1.2666666666666666,12,17,16,45,0.26666666666666666,1.1898734177215189,1.3670886075949367,24,24,31,79,0.3037974683544304
Eint Frankfurt,Bayern Munich,1,4,loss,1990-1991,1.3417721518987342,1.2531645569620253,28,25,26,79,0.35443037974683544,1.9620253164556962,0.8607594936708861,44,26,9,79,0.5569620253164557
Köln,Uerdingen,3,1,win,1990-1991,1.620253164556962,1.0126582278481013,40,21,18,79,0.5063291139240507,1.379746835443038,1.620253164556962,23,25,31,79,0.2911392405063291
Hamburger SV,Nürnberg,4,0,win,1990-1991,1.4050632911392404,1.2531645569620253,34,15,30,79,0.43037974683544306,1.1772151898734178,1.5063291139240507,21,25,33,79,0.26582278481012656
Dortmund,Hertha BSC,3,1,win,1990-1991,1.4683544303797469,1.1139240506329113,30,29,20,79,0.379746835443038,0.7272727272727273,1.8181818181818181,1,3,7,11,0.09090909090909091
Wattenscheid,Hertha BSC,3,1,win,1990-1991,1.4166666666666667,1.0,5,4,3,12,0.4166666666666667,0.75,1.9166666666666667,1,3,8,12,0.08333333333333333
Karlsruher,Bochum,3,2,win,1990-1991,1.2,1.4125,24,24,32,80,0.3,1.225,1.575,24,20,36,80,0.3
Stuttgart,Werder Bremen,0,1,loss,1990-1991,1.6,1.4375,34,17,29,80,0.425,1.5,1.0375,34,26,20,80,0.425
Uerdingen,Hamburger SV,0,0,draw,1990-1991,1.375,1.6375,23,25,32,80,0.2875,1.4375,1.2375,35,15,30,80,0.4375
Bayern Munich,Dortmund,2,3,loss,1990-1991,1.9875,0.8625,45,26,9,80,0.5625,1.4875,1.1125,31,29,20,80,0.3875
Leverkusen,Köln,2,0,win,1990-1991,1.2625,1.1125,26,35,19,80,0.325,1.6375,1.0125,41,21,18,80,0.5125
Nürnberg,Eint Frankfurt,0,2,loss,1990-1991,1.1625,1.5375,21,25,34,80,0.2625,1.3375,1.2875,28,25,27,80,0.35
St Pauli,Gladbach,1,1,draw,1990-1991,1.075,1.325,20,34,26,80,0.25,1.175,1.3375,25,28,27,80,0.3125
Kaiserslautern,Düsseldorf,0,0,draw,1990-1991,1.45,1.4875,27,26,27,80,0.3375,1.173913043478261,1.2826086956521738,13,17,16,46,0.2826086956521739
Köln,St Pauli,2,0,win,1990-1991,1.617283950617284,1.0246913580246915,41,21,19,81,0.5061728395061729,1.0740740740740742,1.3209876543209877,20,35,26,81,0.24691358024691357
Düsseldorf,Wattenscheid,2,1,win,1990-1991,1.148936170212766,1.2553191489361701,13,18,16,47,0.2765957446808511,1.5384615384615385,1.0,6,4,3,13,0.46153846153846156
Dortmund,Nürnberg,0,2,loss,1990-1991,1.5061728395061729,1.123456790123457,32,29,20,81,0.3950617283950617,1.1481481481481481,1.5432098765432098,21,25,35,81,0.25925925925925924
Werder Bremen,Karlsruher,2,0,win,1990-1991,1.4938271604938271,1.0246913580246915,35,26,20,81,0.43209876543209874,1.2222222222222223,1.4197530864197532,25,24,32,81,0.30864197530864196
Eint Frankfurt,Uerdingen,4,0,win,1990-1991,1.345679012345679,1.271604938271605,29,25,27,81,0.35802469135802467,1.3580246913580247,1.617283950617284,23,26,32,81,0.2839506172839506
