home_team,away_team,date,attendance,venue,referee,status,home_goals,away_goals,season,home_form_goals_scored,home_form_goals_conceded,home_form_win_rate,away_form_goals_scored,away_form_goals_conceded,away_form_win_rate,result,time
Zaragoza,Real Sociedad,2011-01-03,,La Romareda,Teixeira Vitienes,played,2.0,1.0,2010-2011,0.6,1.6,0.3392857142857143,1.6,2.4,0.3512064343163539,win,
Mallorca,Hércules,2011-01-03,,Ono Estadi,Ramírez Domínguez,played,3.0,0.0,2010-2011,1.0,1.6,0.3637820512820512,1.4,1.2,0.293103448275862,win,
La Coruña,Barcelona,2011-01-08,,Nuevo Riazor,Delgado Ferreiro,played,0.0,4.0,2010-2011,0.8,1.0,0.4459770114942529,4.0,0.4,0.5958188153310104,loss,
Real Sociedad,Sevilla,2011-01-08,,Anoeta,Estrada Fernández,played,2.0,3.0,2010-2011,1.4,2.0,0.3507362784471218,0.6,1.6,0.4042838018741633,loss,
Málaga,Athletic Club,2011-01-08,,La Rosaleda,Velasco Carballo,played,1.0,1.0,2010-2011,1.4,2.2,0.3080459770114943,1.2,1.2,0.3646922183507549,draw,
Levante,Valencia,2011-01-09,,Ciutat de Valencia,Clos Gómez,played,0.0,1.0,2010-2011,1.2,1.6,0.2290076335877862,1.8,1.6,0.4738675958188153,loss,
Real Madrid,Villarreal,2011-01-09,,Santiago Bernabéu,Fernández Borbalán,played,4.0,2.0,2010-2011,1.8,1.6,0.59465737514518,1.8,0.4,0.4137931034482758,win,
Mallorca,Almería,2011-01-09,,Ono Estadi,Mateu Lahoz,played,4.0,1.0,2010-2011,1.2,1.4,0.3648,1.4,1.8,0.2977099236641221,win,
Osasuna,Getafe,2011-01-09,,Reyno de Navarra,Iturralde González,played,0.0,0.0,2010-2011,0.6,1.6,0.3168,2.4,1.2,0.3591836734693877,draw,
Espanyol,Zaragoza,2011-01-09,,Cornellà -El Prat,Muñiz Fernández,played,4.0,0.0,2010-2011,1.4,2.2,0.3337579617834394,0.8,1.6,0.3401273885350318,win,
Racing Sant,Sporting Gijón,2011-01-09,,El Sardinero,Ayza Gámez,played,1.0,1.0,2010-2011,0.6,0.8,0.3033175355450237,0.8,1.6,0.2972972972972973,draw,
Hércules,Atlético Madrid,2011-01-10,,José Rico Pérez,Paradas Romero,played,4.0,1.0,2010-2011,1.4,1.2,0.288135593220339,1.4,1.0,0.4267515923566879,win,
Sevilla,Espanyol,2011-01-15,,Ramón Sánchez Pizjuán,Velasco Carballo,played,1.0,2.0,2010-2011,1.0,1.4,0.4050802139037433,1.6,1.8,0.3346055979643766,loss,
Zaragoza,Levante,2011-01-15,,La Romareda,Álvarez Izquierdo,played,1.0,0.0,2010-2011,0.8,1.8,0.3396946564885496,1.0,1.2,0.2272727272727272,win,
Sporting Gijón,Hércules,2011-01-15,,El Molinón,Clos Gómez,played,2.0,0.0,2010-2011,0.8,1.2,0.2966804979253112,1.6,1.2,0.3,win,
Villarreal,Osasuna,2011-01-15,,El Madrigal,Rubinos Pérez,played,4.0,2.0,2010-2011,1.6,1.2,0.4128440366972477,0.6,1.4,0.31629392971246,win,
Athletic Club,Racing Sant,2011-01-15,,San Mamés,Ramírez Domínguez,played,2.0,1.0,2010-2011,1.2,1.4,0.3642691415313225,0.6,1.0,0.3028391167192429,win,
Getafe,Real Sociedad,2011-01-15,,Coliseum Alfonso Pérez,Turienzo Álvarez,played,0.0,4.0,2010-2011,1.8,1.0,0.3577235772357723,1.2,2.4,0.3502673796791444,loss,
Valencia,La Coruña,2011-01-16,,Mestalla,Undiano Mallenco,played,2.0,0.0,2010-2011,1.6,1.4,0.4744779582366589,0.8,1.6,0.4449541284403669,win,
Barcelona,Málaga,2011-01-16,,Nou Camp,González González,played,4.0,1.0,2010-2011,3.8,0.4,0.5962877030162413,1.6,2.0,0.3073394495412844,win,
Almería,Real Madrid,2011-01-16,,Juegos del Mediterráneo,Pérez Lasa,played,1.0,1.0,2010-2011,1.4,2.2,0.2954545454545454,2.6,1.0,0.5951276102088167,draw,
Atlético Madrid,Mallorca,2011-01-17,,Vicente Calderón,Ayza Gámez,played,3.0,0.0,2010-2011,1.2,1.2,0.4262086513994911,1.6,1.6,0.365814696485623,win,
Valencia,Málaga,2011-01-22,,Mestalla,Rubinos Pérez,played,4.0,3.0,2010-2011,2.0,1.0,0.4750869061413673,1.0,2.6,0.3066361556064073,win,
Barcelona,Racing Sant,2011-01-22,,Nou Camp,Iglesias Villanueva,played,3.0,0.0,2010-2011,4.0,0.6,0.59675550405562,0.6,0.6,0.3023622047244094,win,
Sevilla,Levante,2011-01-22,,Ramón Sánchez Pizjuán,Teixeira Vitienes,played,4.0,1.0,2010-2011,1.2,1.6,0.4045393858477971,0.6,1.4,0.225563909774436,win,
Zaragoza,La Coruña,2011-01-23,,La Romareda,Fernández Borbalán,played,1.0,0.0,2010-2011,0.8,1.6,0.3405336721728081,0.6,2.0,0.4439359267734554,win,
Real Madrid,Mallorca,2011-01-23,,Santiago Bernabéu,Iturralde González,played,1.0,0.0,2010-2011,2.4,1.2,0.5944380069524913,1.6,1.6,0.3652312599681021,win,
Sporting Gijón,Atlético Madrid,2011-01-23,,El Molinón,Estrada Fernández,played,1.0,0.0,2010-2011,1.2,1.0,0.2981366459627329,1.8,0.8,0.4269377382465057,win,
Getafe,Espanyol,2011-01-23,,Coliseum Alfonso Pérez,Mateu Lahoz,played,1.0,3.0,2010-2011,1.2,1.8,0.3562753036437247,1.8,2.0,0.3354510800508259,loss,
Almería,Osasuna,2011-01-23,,Juegos del Mediterráneo,Teixeira Vitienes,played,3.0,2.0,2010-2011,1.4,2.2,0.2932330827067669,1.0,1.6,0.3157894736842105,win,
Villarreal,Real Sociedad,2011-01-23,,El Madrigal,Muñiz Fernández,played,2.0,1.0,2010-2011,2.2,1.6,0.4141876430205949,1.6,2.4,0.3511348464619492,win,
Athletic Club,Hércules,2011-01-24,,San Mamés,Undiano Mallenco,played,3.0,0.0,2010-2011,1.6,1.2,0.3650057937427578,1.6,1.4,0.2950819672131147,win,
Málaga,Zaragoza,2011-01-29,,La Rosaleda,Pérez Lasa,played,1.0,2.0,2010-2011,1.4,2.6,0.3059360730593607,0.8,1.0,0.3413705583756345,loss,
Real Sociedad,Almería,2011-01-29,,Anoeta,Clos Gómez,played,2.0,0.0,2010-2011,1.8,1.8,0.3506666666666667,1.4,2.4,0.2985074626865671,win,
Levante,Getafe,2011-01-29,,Ciutat de Valencia,Ramírez Domínguez,played,2.0,0.0,2010-2011,0.6,2.0,0.2238805970149253,1.2,2.4,0.3548387096774194,win,
Hércules,Barcelona,2011-01-29,,José Rico Pérez,Fernández Borbalán,played,0.0,3.0,2010-2011,0.8,1.8,0.2903225806451613,3.6,0.6,0.5972222222222222,loss,
Mallorca,Sporting Gijón,2011-01-29,,Ono Estadi,Paradas Romero,played,0.0,4.0,2010-2011,1.6,1.6,0.3646496815286624,1.2,0.8,0.2995867768595041,loss,
La Coruña,Sevilla,2011-01-29,,Nuevo Riazor,Ayza Gámez,played,3.0,3.0,2010-2011,0.6,1.8,0.4429223744292237,1.8,1.2,0.4053333333333333,draw,
Osasuna,Real Madrid,2011-01-30,,Reyno de Navarra,Muñiz Fernández,played,1.0,0.0,2010-2011,0.8,1.6,0.3152866242038216,2.0,1.0,0.5949074074074074,win,
Atlético Madrid,Athletic Club,2011-01-30,,Vicente Calderón,Teixeira Vitienes,played,0.0,2.0,2010-2011,1.4,1.0,0.4263959390862944,1.8,1.0,0.3657407407407407,loss,
Espanyol,Villarreal,2011-01-30,,Cornellà -El Prat,Turienzo Álvarez,played,0.0,1.0,2010-2011,2.2,1.8,0.3362944162436548,2.6,1.6,0.4155251141552511,loss,
Racing Sant,Valencia,2011-01-31,,El Sardinero,Álvarez Izquierdo,played,1.0,1.0,2010-2011,0.4,1.2,0.3018867924528302,2.2,1.0,0.4756944444444444,draw,
Almería,Espanyol,2011-02-05,,Juegos del Mediterráneo,Undiano Mallenco,played,3.0,2.0,2010-2011,1.0,2.2,0.2962962962962963,2.0,1.0,0.3358681875792142,win,
Villarreal,Levante,2011-02-05,,El Madrigal,González González,played,0.0,1.0,2010-2011,2.2,1.4,0.4168564920273349,0.8,1.6,0.2296296296296296,loss,
Barcelona,Atlético Madrid,2011-02-05,,Nou Camp,Turienzo Álvarez,played,3.0,0.0,2010-2011,3.2,0.4,0.5976878612716763,0.8,1.4,0.4258555133079847,win,
Zaragoza,Racing Sant,2011-02-05,,La Romareda,Rubinos Pérez,played,1.0,1.0,2010-2011,1.2,1.2,0.3422053231939163,0.6,1.4,0.3014128728414442,draw,
Getafe,La Coruña,2011-02-05,,Coliseum Alfonso Pérez,Álvarez Izquierdo,played,4.0,1.0,2010-2011,0.6,2.4,0.3534136546184739,1.0,2.2,0.4419134396355353,win,
Osasuna,Mallorca,2011-02-05,,Reyno de Navarra,Iglesias Villanueva,played,1.0,1.0,2010-2011,1.0,1.6,0.3163751987281399,1.4,1.8,0.3640699523052464,draw,
Athletic Club,Sporting Gijón,2011-02-05,,San Mamés,Teixeira Vitienes,played,3.0,0.0,2010-2011,1.8,0.8,0.3664739884393063,1.8,0.6,0.3010309278350515,win,
Valencia,Hércules,2011-02-06,,Mestalla,Teixeira Vitienes,played,2.0,0.0,2010-2011,2.0,1.0,0.4751445086705202,0.8,2.4,0.2857142857142857,win,
Real Madrid,Real Sociedad,2011-02-06,,Santiago Bernabéu,Ramírez Domínguez,played,4.0,1.0,2010-2011,1.8,1.2,0.5942196531791908,2.0,1.4,0.351531291611185,win,
Sevilla,Málaga,2011-02-06,,Ramón Sánchez Pizjuán,Muñiz Fernández,played,0.0,0.0,2010-2011,2.4,1.6,0.4047936085219707,1.6,2.4,0.3052391799544419,draw,
Sporting Gijón,Barcelona,2011-02-12,,El Molinón,Pérez Lasa,played,1.0,1.0,2010-2011,1.6,0.8,0.3004115226337449,3.4,0.2,0.5981524249422633,draw,
Atlético Madrid,Valencia,2011-02-12,,Vicente Calderón,Fernández Borbalán,played,1.0,2.0,2010-2011,0.8,2.0,0.4253164556962025,2.0,0.8,0.4757505773672055,loss,
Racing Sant,Sevilla,2011-02-12,,El Sardinero,Iturralde González,played,3.0,2.0,2010-2011,0.8,1.6,0.3009404388714733,2.2,1.6,0.4042553191489361,win,
Hércules,Zaragoza,2011-02-13,,José Rico Pérez,Velasco Carballo,played,2.0,1.0,2010-2011,0.8,2.2,0.28125,1.0,1.2,0.3417721518987341,win,
La Coruña,Villarreal,2011-02-13,,Nuevo Riazor,Ramírez Domínguez,played,1.0,0.0,2010-2011,0.8,2.8,0.4409090909090909,1.8,1.6,0.4159090909090909,win,
Espanyol,Real Madrid,2011-02-13,,Cornellà -El Prat,Mateu Lahoz,played,0.0,1.0,2010-2011,2.2,1.2,0.3354430379746835,2.0,1.0,0.5946882217090069,loss,
Levante,Almería,2011-02-13,,Ciutat de Valencia,Delgado Ferreiro,played,1.0,0.0,2010-2011,0.8,1.2,0.2352941176470588,1.6,2.2,0.3014705882352941,win,
Málaga,Getafe,2011-02-13,,La Rosaleda,Ayza Gámez,played,2.0,2.0,2010-2011,1.2,2.2,0.3045454545454545,1.0,2.0,0.356,draw,
Real Sociedad,Osasuna,2011-02-13,,Anoeta,Turienzo Álvarez,played,1.0,0.0,2010-2011,2.0,1.8,0.351063829787234,1.2,1.6,0.3158730158730158,win,
Mallorca,Athletic Club,2011-02-14,,Ono Estadi,Estrada Fernández,played,1.0,0.0,2010-2011,1.0,2.0,0.3634920634920635,2.2,0.4,0.3672055427251732,win,
Valencia,Sporting Gijón,2011-02-19,,Mestalla,Clos Gómez,played,0.0,0.0,2010-2011,2.2,1.0,0.4763552479815455,1.6,0.8,0.2997946611909651,draw,
Zaragoza,Atlético Madrid,2011-02-19,,La Romareda,Delgado Ferreiro,played,0.0,1.0,2010-2011,1.2,0.8,0.3413400758533502,0.8,1.6,0.4247787610619469,loss,
Real Madrid,Levante,2011-02-19,,Santiago Bernabéu,Teixeira Vitienes,played,2.0,0.0,2010-2011,1.4,0.6,0.5951557093425606,1.0,1.0,0.2408759124087591,win,
Almería,La Coruña,2011-02-20,,Juegos del Mediterráneo,González González,played,1.0,1.0,2010-2011,1.4,1.6,0.2992700729927007,1.0,2.0,0.4421768707482993,draw,
Osasuna,Espanyol,2011-02-20,,Reyno de Navarra,Pérez Lasa,played,4.0,0.0,2010-2011,1.2,1.8,0.3153724247226624,1.4,1.4,0.3350189633375474,win,
Getafe,Racing Sant,2011-02-20,,Coliseum Alfonso Pérez,Estrada Fernández,played,0.0,1.0,2010-2011,1.4,2.4,0.3545816733067729,1.2,1.8,0.3020344287949921,loss,
Barcelona,Athletic Club,2011-02-20,,Nou Camp,Ramírez Domínguez,played,2.0,1.0,2010-2011,2.8,0.4,0.5974625144175317,2.0,0.4,0.3667820069204152,win,
Sevilla,Hércules,2011-02-20,,Ramón Sánchez Pizjuán,Turienzo Álvarez,played,1.0,0.0,2010-2011,2.0,1.8,0.4037184594953519,0.4,2.2,0.2923076923076923,win,
Villarreal,Málaga,2011-02-20,,El Madrigal,Teixeira Vitienes,played,1.0,1.0,2010-2011,1.4,1.0,0.4149659863945578,1.4,2.4,0.3038548752834467,draw,
Real Sociedad,Mallorca,2011-02-21,,Anoeta,Rubinos Pérez,played,1.0,0.0,2010-2011,1.8,1.2,0.351925630810093,0.4,1.8,0.3645007923930269,win,
Mallorca,Barcelona,2011-02-26,,Ono Estadi,Velasco Carballo,played,0.0,3.0,2010-2011,0.4,1.4,0.3639240506329114,2.4,0.4,0.597926267281106,loss,
Sporting Gijón,Zaragoza,2011-02-26,,El Molinón,Iturralde González,played,0.0,0.0,2010-2011,1.2,0.8,0.2991803278688524,1.0,1.0,0.3409090909090909,draw,
Espanyol,Real Sociedad,2011-02-26,,Cornellà -El Prat,Ayza Gámez,played,4.0,1.0,2010-2011,1.0,2.0,0.3345959595959596,1.2,1.2,0.3527851458885941,win,
Atlético Madrid,Sevilla,2011-02-26,,Vicente Calderón,Mateu Lahoz,played,2.0,2.0,2010-2011,0.4,1.6,0.4255050505050505,2.0,1.4,0.4045092838196286,draw,
La Coruña,Real Madrid,2011-02-26,,Nuevo Riazor,Fernández Borbalán,played,0.0,0.0,2010-2011,1.2,1.8,0.4411764705882353,1.6,0.4,0.5956221198156681,draw,
Athletic Club,Valencia,2011-02-27,,San Mamés,Muñiz Fernández,played,1.0,2.0,2010-2011,1.8,0.6,0.3663594470046083,1.8,1.0,0.4758064516129032,loss,
Levante,Osasuna,2011-02-27,,Ciutat de Valencia,Paradas Romero,played,2.0,1.0,2010-2011,1.0,1.2,0.2391304347826087,1.6,1.0,0.3164556962025316,win,
Racing Sant,Villarreal,2011-02-27,,El Sardinero,Iglesias Villanueva,played,2.0,2.0,2010-2011,1.2,1.4,0.303125,0.8,0.8,0.4140271493212669,draw,
Hércules,Getafe,2011-02-27,,José Rico Pérez,Undiano Mallenco,played,0.0,0.0,2010-2011,0.4,2.0,0.2878787878787879,1.4,1.8,0.3531746031746032,draw,
Málaga,Almería,2011-02-28,,La Rosaleda,Álvarez Izquierdo,played,3.0,1.0,2010-2011,1.4,1.8,0.3031674208144796,1.4,1.6,0.2971014492753623,win,
Espanyol,Mallorca,2011-03-01,,Cornellà -El Prat,González González,played,1.0,2.0,2010-2011,1.2,2.0,0.3354350567465322,0.4,1.8,0.3633491311216429,loss,
Sevilla,Sporting Gijón,2011-03-01,,Ramón Sánchez Pizjuán,Rubinos Pérez,played,3.0,0.0,2010-2011,1.6,1.6,0.4039735099337748,1.0,0.8,0.2985685071574642,win,
Villarreal,Hércules,2011-03-02,,El Madrigal,Paradas Romero,played,1.0,0.0,2010-2011,0.8,1.0,0.4130925507900677,0.4,1.4,0.2835820895522388,win,
Osasuna,La Coruña,2011-03-02,,Reyno de Navarra,Delgado Ferreiro,played,0.0,0.0,2010-2011,1.4,0.8,0.315955766192733,1.2,1.6,0.4401805869074492,draw,
Getafe,Atlético Madrid,2011-03-02,,Coliseum Alfonso Pérez,Clos Gómez,played,1.0,1.0,2010-2011,1.2,1.2,0.3517786561264822,0.8,1.8,0.424968474148802,draw,
Valencia,Barcelona,2011-03-02,,Mestalla,Iturralde González,played,0.0,1.0,2010-2011,1.4,0.6,0.476409666283084,2.4,0.4,0.5983889528193326,loss,
Zaragoza,Athletic Club,2011-03-02,,La Romareda,Undiano Mallenco,played,2.0,1.0,2010-2011,0.8,1.0,0.3404791929382093,1.4,1.0,0.3659378596087457,win,
Real Sociedad,Levante,2011-03-02,,Anoeta,Fernández Borbalán,played,1.0,1.0,2010-2011,1.2,1.6,0.352317880794702,1.2,0.6,0.2446043165467626,draw,
Almería,Racing Sant,2011-03-03,,Juegos del Mediterráneo,Velasco Carballo,played,1.0,1.0,2010-2011,1.0,1.8,0.2949640287769784,1.6,1.2,0.3026521060842433,draw,
Real Madrid,Málaga,2011-03-03,,Santiago Bernabéu,Pérez Lasa,played,7.0,0.0,2010-2011,1.4,0.4,0.5949367088607594,1.4,1.2,0.3047404063205418,win,
Barcelona,Zaragoza,2011-03-05,,Nou Camp,Teixeira Vitienes,played,1.0,0.0,2010-2011,2.0,0.4,0.5988505747126437,0.8,1.0,0.3413098236775819,win,
Mallorca,Valencia,2011-03-05,,Ono Estadi,Undiano Mallenco,played,1.0,2.0,2010-2011,0.8,1.2,0.3643533123028391,1.2,0.6,0.4758620689655172,loss,
Atlético Madrid,Villarreal,2011-03-05,,Vicente Calderón,Iturralde González,played,3.0,1.0,2010-2011,1.0,1.6,0.4244332493702771,0.8,1.0,0.4144144144144144,win,
Athletic Club,Sevilla,2011-03-06,,San Mamés,Álvarez Izquierdo,played,2.0,0.0,2010-2011,1.2,1.4,0.3655172413793103,1.6,1.0,0.4047619047619047,win,
Hércules,Almería,2011-03-06,,José Rico Pérez,Rubinos Pérez,played,1.0,2.0,2010-2011,0.4,1.0,0.2794117647058823,1.2,1.6,0.2928571428571428,loss,
Sporting Gijón,Getafe,2011-03-06,,El Molinón,Teixeira Vitienes,played,2.0,0.0,2010-2011,0.2,1.4,0.2979591836734694,1.4,1.0,0.3503937007874015,win,
Málaga,Osasuna,2011-03-06,,La Rosaleda,Muñiz Fernández,played,0.0,1.0,2010-2011,1.2,2.2,0.304054054054054,1.2,0.8,0.3154574132492113,loss,
Racing Sant,Real Madrid,2011-03-06,,El Sardinero,Ramírez Domínguez,played,1.0,3.0,2010-2011,1.6,1.2,0.3021806853582554,2.8,0.2,0.5954022988505747,loss,
Levante,Espanyol,2011-03-06,,Ciutat de Valencia,Turienzo Álvarez,played,1.0,0.0,2010-2011,1.0,0.8,0.2428571428571428,1.4,2.2,0.3350125944584383,win,
La Coruña,Real Sociedad,2011-03-07,,Nuevo Riazor,Mateu Lahoz,played,2.0,1.0,2010-2011,0.6,1.0,0.4391891891891892,1.0,1.8,0.3518518518518518,win,
Almería,Atlético Madrid,2011-03-12,,Juegos del Mediterráneo,Iglesias Villanueva,played,2.0,2.0,2010-2011,1.0,1.4,0.2978723404255319,1.6,1.2,0.4251572327044025,draw,
Real Madrid,Hércules,2011-03-12,,Santiago Bernabéu,Delgado Ferreiro,played,2.0,0.0,2010-2011,2.6,0.2,0.5958668197474167,0.6,1.0,0.2753623188405797,win,
Zaragoza,Valencia,2011-03-12,,La Romareda,González González,played,4.0,0.0,2010-2011,0.6,1.0,0.340880503144654,1.2,0.8,0.4764638346727899,win,
Espanyol,La Coruña,2011-03-13,,Cornellà -El Prat,Paradas Romero,played,2.0,0.0,2010-2011,1.0,1.8,0.3345911949685534,0.8,0.4,0.4404494382022472,win,
Levante,Mallorca,2011-03-13,,Ciutat de Valencia,Estrada Fernández,played,1.0,1.0,2010-2011,1.0,0.8,0.2482269503546099,0.8,1.4,0.3637795275590551,draw,
Sevilla,Barcelona,2011-03-13,,Ramón Sánchez Pizjuán,Pérez Lasa,played,1.0,1.0,2010-2011,1.6,1.4,0.404227212681638,1.6,0.4,0.5993111366245695,draw,
Real Sociedad,Málaga,2011-03-13,,Anoeta,Undiano Mallenco,played,0.0,2.0,2010-2011,1.0,1.4,0.3513870541611625,1.2,2.4,0.3033707865168539,loss,
Villarreal,Sporting Gijón,2011-03-13,,El Madrigal,Fernández Borbalán,played,1.0,1.0,2010-2011,1.0,1.4,0.4134831460674157,0.6,0.8,0.2993890020366598,draw,
Osasuna,Racing Sant,2011-03-13,,Reyno de Navarra,Clos Gómez,played,3.0,1.0,2010-2011,1.2,0.6,0.3165354330708661,1.6,1.6,0.301710730948678,win,
Getafe,Athletic Club,2011-03-14,,Coliseum Alfonso Pérez,Ayza Gámez,played,2.0,2.0,2010-2011,0.6,1.2,0.3490196078431372,1.0,1.4,0.3662456946039035,draw,
Atlético Madrid,Real Madrid,2011-03-19,,Vicente Calderón,Teixeira Vitienes,played,1.0,2.0,2010-2011,1.8,1.2,0.4246231155778894,2.8,0.2,0.5963302752293578,loss,
Mallorca,Zaragoza,2011-03-19,,Ono Estadi,Álvarez Izquierdo,played,1.0,0.0,2010-2011,0.8,1.6,0.3632075471698113,1.2,0.6,0.3417085427135678,win,
Barcelona,Getafe,2011-03-19,,Nou Camp,Muñiz Fernández,played,2.0,1.0,2010-2011,1.6,0.4,0.5986238532110092,0.6,1.2,0.34765625,win,
Sporting Gijón,Almería,2011-03-20,,El Molinón,Turienzo Álvarez,played,1.0,0.0,2010-2011,0.6,0.8,0.298780487804878,1.4,1.6,0.2957746478873239,win,
Málaga,Espanyol,2011-03-20,,La Rosaleda,Delgado Ferreiro,played,2.0,0.0,2010-2011,1.2,2.0,0.3049327354260089,1.4,1.6,0.3354271356783919,win,
Athletic Club,Villarreal,2011-03-20,,San Mamés,Estrada Fernández,played,0.0,1.0,2010-2011,1.4,1.6,0.3658256880733945,1.2,1.4,0.4125560538116592,loss,
La Coruña,Levante,2011-03-20,,Nuevo Riazor,Clos Gómez,played,0.0,1.0,2010-2011,0.6,0.8,0.4394618834080717,1.0,1.0,0.2464788732394366,loss,
Hércules,Osasuna,2011-03-20,,José Rico Pérez,Iturralde González,played,0.0,4.0,2010-2011,0.2,1.2,0.2714285714285714,1.8,0.6,0.3176100628930817,loss,
Racing Sant,Real Sociedad,2011-03-20,,El Sardinero,Paradas Romero,played,2.0,1.0,2010-2011,1.2,1.8,0.3012422360248447,0.8,1.8,0.3509234828496042,win,
Valencia,Sevilla,2011-03-20,,Mestalla,Velasco Carballo,played,0.0,1.0,2010-2011,0.8,1.4,0.4759174311926605,1.4,1.0,0.4036939313984168,loss,
Getafe,Valencia,2011-04-02,,Coliseum Alfonso Pérez,Delgado Ferreiro,played,2.0,4.0,2010-2011,0.8,1.4,0.3463035019455253,0.8,1.6,0.4753722794959908,loss,
Villarreal,Barcelona,2011-04-02,,El Madrigal,Ramírez Domínguez,played,0.0,1.0,2010-2011,1.2,1.2,0.4138702460850111,1.6,0.4,0.5990836197021764,loss,
Real Madrid,Sporting Gijón,2011-04-02,,Santiago Bernabéu,González González,played,0.0,1.0,2010-2011,2.8,0.4,0.5967926689576174,0.8,0.8,0.3002028397565923,loss,
La Coruña,Mallorca,2011-04-03,,Nuevo Riazor,Teixeira Vitienes,played,2.0,1.0,2010-2011,0.4,0.8,0.4384787472035794,1.0,1.4,0.3642072213500785,win,
Sevilla,Zaragoza,2011-04-03,,Ramón Sánchez Pizjuán,Iglesias Villanueva,played,3.0,1.0,2010-2011,1.4,1.0,0.4044795783926219,1.2,0.6,0.3412797992471769,win,
Levante,Málaga,2011-04-03,,Ciutat de Valencia,Iturralde González,played,3.0,1.0,2010-2011,1.2,0.6,0.2517482517482518,1.4,1.8,0.3064876957494407,win,
Real Sociedad,Hércules,2011-04-03,,Anoeta,Velasco Carballo,played,1.0,3.0,2010-2011,0.8,2.2,0.3504611330698287,0.2,1.8,0.2676056338028169,loss,
Espanyol,Racing Sant,2011-04-03,,Cornellà -El Prat,Undiano Mallenco,played,1.0,2.0,2010-2011,1.4,1.2,0.3350062735257214,1.4,2.0,0.3023255813953488,loss,
Osasuna,Atlético Madrid,2011-04-03,,Reyno de Navarra,Fernández Borbalán,played,2.0,3.0,2010-2011,1.8,0.6,0.3186813186813186,1.8,1.6,0.424090338770389,loss,
Almería,Athletic Club,2011-04-04,,Juegos del Mediterráneo,Mateu Lahoz,played,1.0,3.0,2010-2011,1.2,1.6,0.2937062937062937,1.2,1.4,0.3654066437571592,loss,
Barcelona,Almería,2011-04-09,,Nou Camp,Ayza Gámez,played,3.0,1.0,2010-2011,1.2,0.4,0.5995423340961098,1.2,1.6,0.2916666666666667,win,
Athletic Club,Real Madrid,2011-04-09,,San Mamés,Clos Gómez,played,0.0,3.0,2010-2011,1.6,1.2,0.3661327231121281,2.8,0.6,0.5961098398169337,loss,
Mallorca,Sevilla,2011-04-09,,Ono Estadi,Turienzo Álvarez,played,2.0,2.0,2010-2011,1.2,1.2,0.3636363636363636,1.6,0.8,0.4052631578947368,draw,
Málaga,La Coruña,2011-04-10,,La Rosaleda,Pérez Lasa,played,0.0,0.0,2010-2011,1.0,2.2,0.3058035714285714,0.8,1.0,0.4397321428571428,draw,
Racing Sant,Levante,2011-04-10,,El Sardinero,Rubinos Pérez,played,1.0,1.0,2010-2011,1.4,1.8,0.3034055727554179,1.4,0.6,0.2569444444444444,draw,
Valencia,Villarreal,2011-04-10,,Mestalla,Muñiz Fernández,played,5.0,0.0,2010-2011,1.2,1.8,0.4759725400457666,0.8,1.0,0.4129464285714285,win,
Sporting Gijón,Osasuna,2011-04-10,,El Molinón,Teixeira Vitienes,played,1.0,0.0,2010-2011,1.0,0.8,0.3016194331983806,2.0,0.8,0.3181818181818182,win,
Atlético Madrid,Real Sociedad,2011-04-10,,Vicente Calderón,Álvarez Izquierdo,played,3.0,0.0,2010-2011,2.0,1.6,0.424812030075188,0.8,2.0,0.35,win,
Hércules,Espanyol,2011-04-10,,José Rico Pérez,Iglesias Villanueva,played,0.0,0.0,2010-2011,0.8,2.0,0.2777777777777778,0.8,1.4,0.3345864661654135,draw,
Zaragoza,Getafe,2011-04-11,,La Romareda,Estrada Fernández,played,2.0,1.0,2010-2011,1.4,1.2,0.3408521303258145,1.2,2.2,0.3449612403100775,win,
Getafe,Sevilla,2011-04-16,,Coliseum Alfonso Pérez,Teixeira Vitienes,played,1.0,0.0,2010-2011,1.2,2.4,0.3436293436293436,1.4,1.2,0.40473061760841,win,
Real Madrid,Barcelona,2011-04-16,,Santiago Bernabéu,Muñiz Fernández,played,1.0,1.0,2010-2011,2.0,0.6,0.5965714285714285,1.6,0.6,0.6,draw,
Málaga,Mallorca,2011-04-16,,La Rosaleda,Clos Gómez,played,3.0,0.0,2010-2011,1.0,0.8,0.3051224944320713,1.2,1.4,0.3630672926447574,win,
Almería,Valencia,2011-04-16,,Juegos del Mediterráneo,Teixeira Vitienes,played,0.0,3.0,2010-2011,1.2,2.0,0.2896551724137931,2.2,1.6,0.4765714285714286,loss,
La Coruña,Racing Sant,2011-04-17,,Nuevo Riazor,Álvarez Izquierdo,played,2.0,0.0,2010-2011,0.8,1.0,0.4387527839643652,1.4,1.8,0.3029366306027821,win,
Espanyol,Atlético Madrid,2011-04-17,,Cornellà -El Prat,Mateu Lahoz,played,2.0,2.0,2010-2011,0.6,1.0,0.3341677096370463,2.4,1.4,0.425531914893617,draw,
Levante,Hércules,2011-04-17,,Ciutat de Valencia,González González,played,2.0,1.0,2010-2011,1.4,0.6,0.2551724137931034,0.8,1.8,0.273972602739726,win,
Real Sociedad,Sporting Gijón,2011-04-17,,Anoeta,Iglesias Villanueva,played,2.0,1.0,2010-2011,0.6,2.4,0.3495400788436268,1.2,0.2,0.303030303030303,win,
