home_team,away_team,date,attendance,venue,referee,status,home_goals,away_goals,season,home_form_goals_scored,home_form_goals_conceded,home_form_win_rate,away_form_goals_scored,away_form_goals_conceded,away_form_win_rate,result,time
Sevilla,La Coruña,2010-09-12,,Ramón Sánchez Pizjuán,Turienzo Álvarez,played,0.0,0.0,2010-2011,3.4,1.6,0.4049247606019152,0.4,1.2,0.4510739856801909,draw,
Almería,Real Sociedad,2010-09-13,,Juegos del Mediterráneo,Iglesias Villanueva,played,2.0,2.0,2010-2011,1.8,1.8,0.3217391304347826,1.4,1.2,0.3502051983584131,draw,
Sporting Gijón,Athletic Club,2010-09-18,,El Molinón,Álvarez Izquierdo,played,2.0,2.0,2010-2011,0.8,1.6,0.3047210300429184,1.2,1.6,0.3628841607565012,draw,
Espanyol,Almería,2010-09-18,,Cornellà -El Prat,Teixeira Vitienes,played,1.0,0.0,2010-2011,1.0,1.8,0.3298701298701298,2.0,1.8,0.3189655172413793,win,
Mallorca,Osasuna,2010-09-18,,Ono Estadi,Ayza Gámez,played,2.0,0.0,2010-2011,0.6,1.4,0.3622950819672131,1.0,1.0,0.3180327868852459,win,
Real Sociedad,Real Madrid,2010-09-18,,Anoeta,Mateu Lahoz,played,1.0,2.0,2010-2011,1.2,1.4,0.3497267759562841,2.2,0.6,0.5898345153664303,loss,
Atlético Madrid,Barcelona,2010-09-19,,Vicente Calderón,Fernández Borbalán,played,1.0,2.0,2010-2011,2.0,1.2,0.4272727272727272,2.8,1.0,0.5898345153664303,loss,
Racing Sant,Zaragoza,2010-09-19,,El Sardinero,González González,played,2.0,0.0,2010-2011,0.8,2.2,0.302588996763754,1.8,2.2,0.3441558441558441,win,
Hércules,Valencia,2010-09-19,,José Rico Pérez,Ramírez Domínguez,played,1.0,2.0,2010-2011,1.4,1.0,0.2954545454545454,1.6,0.8,0.4739952718676123,loss,
Levante,Villarreal,2010-09-19,,Ciutat de Valencia,Rubinos Pérez,played,1.0,2.0,2010-2011,1.0,3.8,0.2241379310344827,2.2,1.6,0.4047619047619047,loss,
Málaga,Sevilla,2010-09-19,,La Rosaleda,Delgado Ferreiro,played,1.0,2.0,2010-2011,1.8,2.0,0.3095238095238095,2.8,1.4,0.4043715846994535,loss,
La Coruña,Getafe,2010-09-20,,Nuevo Riazor,Muñiz Fernández,played,2.0,2.0,2010-2011,0.4,1.0,0.45,2.2,1.2,0.3521739130434783,draw,
Osasuna,Real Sociedad,2010-09-21,,Reyno de Navarra,Velasco Carballo,played,3.0,1.0,2010-2011,0.4,1.2,0.3175122749590834,1.4,1.4,0.3492496589358799,win,
Athletic Club,Mallorca,2010-09-21,,San Mamés,Teixeira Vitienes,played,3.0,0.0,2010-2011,1.4,1.8,0.3624557260920897,0.8,0.6,0.3633387888707037,win,
Real Madrid,Espanyol,2010-09-21,,Santiago Bernabéu,Clos Gómez,played,3.0,0.0,2010-2011,1.8,0.6,0.5903187721369539,1.2,1.6,0.3307392996108949,win,
Valencia,Atlético Madrid,2010-09-22,,Mestalla,Iturralde González,played,1.0,1.0,2010-2011,1.4,0.8,0.4746162927981109,1.6,1.4,0.4267185473411154,draw,
Barcelona,Sporting Gijón,2010-09-22,,Nou Camp,Paradas Romero,played,1.0,0.0,2010-2011,2.4,1.0,0.5903187721369539,1.0,1.8,0.30406852248394,win,
Zaragoza,Hércules,2010-09-22,,La Romareda,Iglesias Villanueva,played,0.0,0.0,2010-2011,1.6,2.6,0.3437094682230869,1.2,1.2,0.2888888888888888,draw,
Almería,Levante,2010-09-22,,Juegos del Mediterráneo,Turienzo Álvarez,played,0.0,1.0,2010-2011,1.2,1.6,0.3162393162393162,1.2,4.0,0.2222222222222222,loss,
Sevilla,Racing Sant,2010-09-23,,Ramón Sánchez Pizjuán,Ayza Gámez,played,1.0,1.0,2010-2011,2.2,1.4,0.4051841746248295,1.0,1.2,0.3037156704361874,draw,
Villarreal,La Coruña,2010-09-23,,El Madrigal,Álvarez Izquierdo,played,1.0,0.0,2010-2011,2.2,1.0,0.4061757719714964,0.6,0.8,0.4489311163895487,win,
Getafe,Málaga,2010-09-23,,Coliseum Alfonso Pérez,Estrada Fernández,played,0.0,2.0,2010-2011,2.4,1.4,0.3506493506493506,1.8,2.2,0.3087885985748218,loss,
Sporting Gijón,Valencia,2010-09-25,,El Molinón,Fernández Borbalán,played,0.0,2.0,2010-2011,0.8,1.8,0.3034188034188034,1.6,0.6,0.4740566037735849,loss,
Levante,Real Madrid,2010-09-25,,Ciutat de Valencia,Delgado Ferreiro,played,0.0,0.0,2010-2011,1.2,3.0,0.2288135593220339,1.4,0.4,0.5908018867924528,draw,
Athletic Club,Barcelona,2010-09-25,,San Mamés,Mateu Lahoz,played,1.0,3.0,2010-2011,1.8,0.8,0.3632075471698113,2.0,0.6,0.5908018867924528,loss,
Racing Sant,Getafe,2010-09-26,,El Sardinero,Iglesias Villanueva,played,0.0,1.0,2010-2011,1.0,1.0,0.3032258064516129,2.0,1.6,0.3491379310344827,loss,
Espanyol,Osasuna,2010-09-26,,Cornellà -El Prat,Ramírez Domínguez,played,1.0,0.0,2010-2011,0.8,2.0,0.3303108808290155,0.8,1.0,0.3186274509803921,win,
La Coruña,Almería,2010-09-26,,Nuevo Riazor,González González,played,0.0,2.0,2010-2011,0.4,1.0,0.447867298578199,0.8,1.4,0.3135593220338983,loss,
Atlético Madrid,Zaragoza,2010-09-26,,Vicente Calderón,Muñiz Fernández,played,1.0,0.0,2010-2011,1.6,1.4,0.4261658031088083,1.2,2.0,0.3432642487046632,win,
Hércules,Sevilla,2010-09-26,,José Rico Pérez,Teixeira Vitienes,played,2.0,0.0,2010-2011,1.2,1.0,0.2826086956521739,2.0,1.0,0.4046321525885558,win,
Mallorca,Real Sociedad,2010-09-26,,Ono Estadi,Rubinos Pérez,played,2.0,0.0,2010-2011,0.8,1.0,0.3627450980392157,1.6,2.0,0.3487738419618528,win,
Málaga,Villarreal,2010-09-27,,La Rosaleda,Teixeira Vitienes,played,2.0,3.0,2010-2011,2.0,1.8,0.3104265402843602,2.0,1.0,0.4075829383886256,loss,
Valencia,Athletic Club,2010-10-02,,Mestalla,Velasco Carballo,played,2.0,1.0,2010-2011,1.8,0.6,0.4746760895170789,1.6,1.4,0.3627797408716137,win,
Zaragoza,Sporting Gijón,2010-10-02,,La Romareda,Ayza Gámez,played,2.0,2.0,2010-2011,0.6,1.6,0.3428201811125485,0.8,1.8,0.302771855010661,draw,
Real Sociedad,Espanyol,2010-10-02,,Anoeta,Turienzo Álvarez,played,1.0,0.0,2010-2011,1.0,1.8,0.3482993197278911,1.0,1.6,0.3311772315653299,win,
Real Madrid,La Coruña,2010-10-03,,Santiago Bernabéu,Iturralde González,played,6.0,1.0,2010-2011,1.2,0.2,0.5901060070671378,0.4,1.0,0.4468085106382978,win,
Villarreal,Racing Sant,2010-10-03,,El Madrigal,Pérez Lasa,played,2.0,0.0,2010-2011,2.0,0.8,0.408983451536643,0.6,1.2,0.3027375201288245,win,
Osasuna,Levante,2010-10-03,,Reyno de Navarra,Paradas Romero,played,1.0,1.0,2010-2011,0.6,1.0,0.3181076672104405,0.8,2.0,0.226890756302521,draw,
Almería,Málaga,2010-10-03,,Juegos del Mediterráneo,Clos Gómez,played,1.0,1.0,2010-2011,0.8,0.8,0.3193277310924369,2.2,2.2,0.309692671394799,draw,
Sevilla,Atlético Madrid,2010-10-03,,Ramón Sánchez Pizjuán,Estrada Fernández,played,3.0,1.0,2010-2011,1.4,1.0,0.4040816326530612,1.8,0.8,0.4269081500646831,win,
Barcelona,Mallorca,2010-10-03,,Nou Camp,Undiano Mallenco,played,1.0,1.0,2010-2011,1.8,0.8,0.591283863368669,0.8,1.0,0.3637846655791191,draw,
Getafe,Hércules,2010-10-03,,Coliseum Alfonso Pérez,Álvarez Izquierdo,played,3.0,0.0,2010-2011,1.6,1.6,0.351931330472103,1.0,0.6,0.2978723404255319,win,
Barcelona,Valencia,2010-10-16,,Nou Camp,Teixeira Vitienes,played,2.0,1.0,2010-2011,1.4,1.0,0.5905882352941176,1.6,0.6,0.4752941176470588,win,
Atlético Madrid,Getafe,2010-10-16,,Vicente Calderón,Delgado Ferreiro,played,2.0,0.0,2010-2011,1.2,1.4,0.4263565891472868,2.0,1.0,0.3547008547008547,win,
Málaga,Real Madrid,2010-10-16,,La Rosaleda,Undiano Mallenco,played,1.0,4.0,2010-2011,2.2,1.8,0.3089622641509434,2.4,0.4,0.5905882352941176,loss,
La Coruña,Osasuna,2010-10-17,,Nuevo Riazor,Pérez Lasa,played,0.0,0.0,2010-2011,0.6,2.2,0.445754716981132,0.8,1.2,0.3175895765472312,draw,
Racing Sant,Almería,2010-10-17,,El Sardinero,Rubinos Pérez,played,1.0,0.0,2010-2011,0.6,1.0,0.3022508038585209,1.0,1.0,0.3166666666666666,win,
Sporting Gijón,Sevilla,2010-10-17,,El Molinón,González González,played,2.0,0.0,2010-2011,1.2,1.4,0.3021276595744681,1.2,1.0,0.4048913043478261,win,
Mallorca,Espanyol,2010-10-17,,Ono Estadi,Iglesias Villanueva,played,0.0,1.0,2010-2011,1.0,1.2,0.3631921824104234,0.4,1.6,0.330749354005168,loss,
Levante,Real Sociedad,2010-10-17,,Ciutat de Valencia,Teixeira Vitienes,played,2.0,1.0,2010-2011,0.8,1.4,0.225,1.0,1.8,0.3491847826086957,win,
Athletic Club,Zaragoza,2010-10-17,,San Mamés,Ramírez Domínguez,played,2.0,1.0,2010-2011,1.6,1.8,0.3623529411764706,1.0,2.0,0.3423772609819121,win,
Hércules,Villarreal,2010-10-18,,José Rico Pérez,Muñiz Fernández,played,2.0,2.0,2010-2011,1.0,1.0,0.2916666666666667,2.4,0.6,0.410377358490566,draw,
Real Madrid,Racing Sant,2010-10-23,,Santiago Bernabéu,Muñiz Fernández,played,6.0,1.0,2010-2011,3.0,0.6,0.5910693301997649,0.8,0.8,0.3033707865168539,win,
Valencia,Mallorca,2010-10-23,,Mestalla,Álvarez Izquierdo,played,1.0,2.0,2010-2011,1.6,1.0,0.4747356051703877,1.0,1.0,0.3626016260162601,loss,
Zaragoza,Barcelona,2010-10-23,,La Romareda,Pérez Lasa,played,0.0,2.0,2010-2011,0.6,1.4,0.3419354838709677,1.8,0.8,0.5910693301997649,loss,
Getafe,Sporting Gijón,2010-10-24,,Coliseum Alfonso Pérez,Mateu Lahoz,played,3.0,0.0,2010-2011,1.2,1.2,0.3531914893617021,1.2,1.4,0.3036093418259023,win,
Osasuna,Málaga,2010-10-24,,Reyno de Navarra,Ayza Gámez,played,3.0,0.0,2010-2011,0.8,1.0,0.3170731707317073,1.4,2.0,0.308235294117647,win,
Espanyol,Levante,2010-10-24,,Cornellà -El Prat,Velasco Carballo,played,2.0,1.0,2010-2011,0.6,0.8,0.3316129032258064,1.0,0.8,0.2314049586776859,win,
Villarreal,Atlético Madrid,2010-10-24,,El Madrigal,Ramírez Domínguez,played,2.0,0.0,2010-2011,2.0,1.0,0.4094117647058823,1.2,1.2,0.4270967741935484,win,
Sevilla,Athletic Club,2010-10-24,,Ramón Sánchez Pizjuán,Clos Gómez,played,4.0,3.0,2010-2011,1.2,1.4,0.4043419267299864,1.8,1.6,0.36310223266745,win,
Almería,Hércules,2010-10-24,,Juegos del Mediterráneo,Teixeira Vitienes,played,1.0,1.0,2010-2011,0.6,0.8,0.3140495867768595,1.0,1.4,0.2857142857142857,draw,
Real Sociedad,La Coruña,2010-10-25,,Anoeta,Paradas Romero,played,3.0,0.0,2010-2011,0.8,1.8,0.3487109905020353,0.6,2.2,0.4447058823529412,win,
Barcelona,Sevilla,2010-10-30,,Nou Camp,Turienzo Álvarez,played,5.0,0.0,2010-2011,1.8,0.6,0.5915492957746479,1.6,1.8,0.4051490514905149,win,
Valencia,Zaragoza,2010-10-30,,Mestalla,Delgado Ferreiro,played,1.0,1.0,2010-2011,1.4,1.2,0.4741784037558685,0.6,1.4,0.3414948453608247,draw,
Hércules,Real Madrid,2010-10-30,,José Rico Pérez,Clos Gómez,played,1.0,3.0,2010-2011,1.0,1.2,0.28,3.8,0.6,0.5915492957746479,loss,
La Coruña,Espanyol,2010-10-31,,Nuevo Riazor,Undiano Mallenco,played,3.0,0.0,2010-2011,0.2,2.4,0.4436619718309859,0.8,1.0,0.3324742268041237,win,
Racing Sant,Osasuna,2010-10-31,,El Sardinero,Velasco Carballo,played,4.0,1.0,2010-2011,0.6,2.0,0.3028846153846153,1.4,0.6,0.3181818181818182,win,
Atlético Madrid,Almería,2010-10-31,,Vicente Calderón,Teixeira Vitienes,played,1.0,1.0,2010-2011,1.0,1.2,0.4265463917525773,0.8,0.8,0.3114754098360656,draw,
Sporting Gijón,Villarreal,2010-10-31,,El Molinón,Iglesias Villanueva,played,1.0,1.0,2010-2011,0.8,1.6,0.3029661016949153,2.0,0.8,0.4107981220657277,draw,
Málaga,Real Sociedad,2010-10-31,,La Rosaleda,González González,played,1.0,2.0,2010-2011,1.2,2.2,0.3075117370892019,1.2,1.4,0.3495934959349593,loss,
Athletic Club,Getafe,2010-10-31,,San Mamés,Estrada Fernández,played,3.0,0.0,2010-2011,2.0,2.0,0.3626760563380282,1.4,0.8,0.3559322033898305,win,
Mallorca,Levante,2010-11-01,,Ono Estadi,Muñiz Fernández,played,2.0,1.0,2010-2011,1.0,1.2,0.3636363636363636,1.0,0.8,0.2295081967213114,win,
Espanyol,Málaga,2010-11-06,,Cornellà -El Prat,Pérez Lasa,played,1.0,0.0,2010-2011,0.8,1.0,0.332046332046332,1.0,2.6,0.306791569086651,win,
Real Sociedad,Racing Sant,2010-11-06,,Anoeta,Álvarez Izquierdo,played,1.0,0.0,2010-2011,1.4,1.0,0.3504736129905277,1.2,2.0,0.304,win,
Zaragoza,Mallorca,2010-11-07,,La Romareda,Paradas Romero,played,3.0,2.0,2010-2011,0.8,1.6,0.3410553410553411,1.4,0.8,0.3646677471636953,win,
Real Madrid,Atlético Madrid,2010-11-07,,Santiago Bernabéu,Mateu Lahoz,played,2.0,0.0,2010-2011,3.8,0.8,0.5920281359906213,1.0,1.2,0.425997425997426,win,
Villarreal,Athletic Club,2010-11-07,,El Madrigal,Fernández Borbalán,played,4.0,1.0,2010-2011,2.0,1.0,0.4098360655737705,2.0,2.0,0.3634232121922626,win,
Osasuna,Hércules,2010-11-07,,Reyno de Navarra,Rubinos Pérez,played,3.0,0.0,2010-2011,1.0,1.2,0.3176661264181523,1.2,1.8,0.2745098039215686,win,
Levante,La Coruña,2010-11-07,,Ciutat de Valencia,Teixeira Vitienes,played,1.0,2.0,2010-2011,1.0,1.2,0.2276422764227642,0.8,2.2,0.4449648711943794,loss,
Almería,Sporting Gijón,2010-11-07,,Juegos del Mediterráneo,Estrada Fernández,played,1.0,1.0,2010-2011,1.0,0.8,0.3089430894308943,1.0,1.6,0.3023255813953488,draw,
Getafe,Barcelona,2010-11-07,,Coliseum Alfonso Pérez,Ayza Gámez,played,1.0,3.0,2010-2011,1.4,1.0,0.3544303797468354,2.6,0.6,0.5920281359906213,loss,
Sevilla,Valencia,2010-11-08,,Ramón Sánchez Pizjuán,Iturralde González,played,2.0,0.0,2010-2011,1.4,2.6,0.4046008119079837,1.4,1.2,0.473622508792497,win,
Atlético Madrid,Osasuna,2010-11-13,,Vicente Calderón,González González,played,3.0,0.0,2010-2011,0.8,1.6,0.4254498714652956,1.6,1.0,0.3187702265372168,win,
Athletic Club,Almería,2010-11-13,,San Mamés,Velasco Carballo,played,1.0,0.0,2010-2011,2.0,2.2,0.3629976580796253,0.8,1.0,0.3064516129032258,win,
Barcelona,Villarreal,2010-11-13,,Nou Camp,Delgado Ferreiro,played,3.0,1.0,2010-2011,2.6,0.6,0.5925058548009368,2.2,0.8,0.411214953271028,win,
Málaga,Levante,2010-11-14,,La Rosaleda,Iglesias Villanueva,played,1.0,0.0,2010-2011,0.6,2.2,0.3060747663551402,1.2,1.6,0.2258064516129032,win,
Sporting Gijón,Real Madrid,2010-11-14,,El Molinón,Turienzo Álvarez,played,0.0,1.0,2010-2011,1.2,1.4,0.3016877637130801,4.2,0.8,0.5925058548009368,loss,
Hércules,Real Sociedad,2010-11-14,,José Rico Pérez,Undiano Mallenco,played,2.0,1.0,2010-2011,0.8,2.4,0.2692307692307692,1.6,0.6,0.3513513513513513,win,
Zaragoza,Sevilla,2010-11-14,,La Romareda,Muñiz Fernández,played,1.0,2.0,2010-2011,1.4,1.8,0.3419023136246786,1.8,2.2,0.4054054054054054,loss,
Mallorca,La Coruña,2010-11-14,,Ono Estadi,Teixeira Vitienes,played,0.0,0.0,2010-2011,1.4,1.4,0.3640776699029126,1.2,2.0,0.4462616822429907,draw,
Racing Sant,Espanyol,2010-11-14,,El Sardinero,Ramírez Domínguez,played,0.0,0.0,2010-2011,1.2,2.0,0.3035143769968051,0.8,1.0,0.3329048843187661,draw,
Valencia,Getafe,2010-11-14,,Mestalla,Clos Gómez,played,2.0,0.0,2010-2011,1.0,1.6,0.4730679156908665,1.4,1.6,0.3529411764705882,win,
Villarreal,Valencia,2010-11-20,,El Madrigal,Estrada Fernández,played,1.0,1.0,2010-2011,2.0,1.4,0.4102564102564102,1.0,1.4,0.4736842105263157,draw,
Real Madrid,Athletic Club,2010-11-20,,Santiago Bernabéu,Undiano Mallenco,played,5.0,1.0,2010-2011,3.2,0.6,0.5929824561403508,2.0,1.8,0.3637426900584795,win,
Almería,Barcelona,2010-11-20,,Juegos del Mediterráneo,Muñiz Fernández,played,0.0,8.0,2010-2011,0.6,1.0,0.304,3.0,0.6,0.5929824561403508,loss,
La Coruña,Málaga,2010-11-21,,Nuevo Riazor,Álvarez Izquierdo,played,3.0,0.0,2010-2011,1.0,0.8,0.4452214452214452,0.6,2.0,0.3076923076923077,win,
Sevilla,Mallorca,2010-11-21,,Ramón Sánchez Pizjuán,Mateu Lahoz,played,1.0,2.0,2010-2011,1.6,2.2,0.4062078272604588,1.2,1.2,0.3634894991922455,loss,
Espanyol,Hércules,2010-11-21,,Cornellà -El Prat,Paradas Romero,played,3.0,0.0,2010-2011,0.8,0.8,0.3324775353016688,1.2,2.0,0.2830188679245283,win,
Osasuna,Sporting Gijón,2010-11-21,,Reyno de Navarra,Teixeira Vitienes,played,1.0,0.0,2010-2011,1.4,1.4,0.3182552504038772,0.8,1.2,0.3010526315789473,win,
Real Sociedad,Atlético Madrid,2010-11-21,,Anoeta,Ayza Gámez,played,2.0,4.0,2010-2011,1.6,1.0,0.3508771929824561,1.2,1.0,0.4261874197689345,loss,
Levante,Racing Sant,2010-11-21,,Ciutat de Valencia,Fernández Borbalán,played,3.0,1.0,2010-2011,1.0,1.6,0.224,1.2,1.6,0.303030303030303,win,
Getafe,Zaragoza,2010-11-22,,Coliseum Alfonso Pérez,Teixeira Vitienes,played,1.0,1.0,2010-2011,0.8,2.0,0.3514644351464435,1.2,1.8,0.3414634146341463,draw,
Atlético Madrid,Espanyol,2010-11-27,,Vicente Calderón,Teixeira Vitienes,played,2.0,3.0,2010-2011,1.6,1.4,0.4269230769230769,1.2,0.8,0.3333333333333333,loss,
Zaragoza,Villarreal,2010-11-27,,La Romareda,Velasco Carballo,played,0.0,3.0,2010-2011,1.2,1.6,0.341025641025641,1.8,1.2,0.4093023255813953,loss,
Sevilla,Getafe,2010-11-27,,Ramón Sánchez Pizjuán,González González,played,1.0,3.0,2010-2011,1.8,2.2,0.4056603773584906,1.0,1.8,0.35,loss,
Hércules,Levante,2010-11-28,,José Rico Pérez,Estrada Fernández,played,3.0,1.0,2010-2011,0.8,2.2,0.2777777777777778,1.2,1.6,0.2301587301587301,win,
Sporting Gijón,Real Sociedad,2010-11-28,,El Molinón,Paradas Romero,played,1.0,3.0,2010-2011,0.4,1.4,0.3004201680672269,1.8,1.4,0.3504043126684636,loss,
Valencia,Almería,2010-11-28,,Mestalla,Turienzo Álvarez,played,2.0,1.0,2010-2011,1.0,1.2,0.4731308411214953,0.6,2.4,0.3015873015873015,win,
Racing Sant,La Coruña,2010-11-28,,El Sardinero,Clos Gómez,played,1.0,0.0,2010-2011,1.2,2.2,0.3025477707006369,1.6,0.8,0.4465116279069767,win,
Mallorca,Málaga,2010-11-28,,Ono Estadi,Delgado Ferreiro,played,2.0,0.0,2010-2011,1.6,1.2,0.364516129032258,0.4,1.8,0.3069767441860465,win,
Athletic Club,Osasuna,2010-11-28,,San Mamés,Iglesias Villanueva,played,1.0,0.0,2010-2011,1.8,2.6,0.3633177570093458,1.6,1.4,0.3193548387096774,win,
Barcelona,Real Madrid,2010-11-29,,Nou Camp,Iturralde González,played,5.0,0.0,2010-2011,4.2,0.4,0.5934579439252337,3.4,0.6,0.5934579439252337,win,
Real Madrid,Valencia,2010-12-04,,Santiago Bernabéu,Pérez Lasa,played,2.0,0.0,2010-2011,2.2,1.4,0.5927654609101517,1.2,1.0,0.4737456242707117,win,
Levante,Atlético Madrid,2010-12-04,,Ciutat de Valencia,Álvarez Izquierdo,played,2.0,0.0,2010-2011,1.2,1.8,0.2283464566929134,2.0,1.6,0.4263764404609475,win,
Osasuna,Barcelona,2010-12-04,,Reyno de Navarra,Teixeira Vitienes,played,0.0,3.0,2010-2011,1.0,1.6,0.3188405797101449,4.8,0.4,0.5939323220536756,loss,
Villarreal,Sevilla,2010-12-05,,El Madrigal,Undiano Mallenco,played,1.0,0.0,2010-2011,2.0,1.2,0.4106728538283062,1.2,2.2,0.405114401076716,win,
Real Sociedad,Athletic Club,2010-12-05,,Anoeta,Ramírez Domínguez,played,2.0,0.0,2010-2011,1.8,1.6,0.351278600269179,1.4,1.8,0.3640606767794632,win,
Málaga,Racing Sant,2010-12-05,,La Rosaleda,Mateu Lahoz,played,4.0,1.0,2010-2011,0.4,1.6,0.3062645011600928,1.2,1.0,0.3036565977742448,win,
Getafe,Mallorca,2010-12-05,,Coliseum Alfonso Pérez,Muñiz Fernández,played,3.0,0.0,2010-2011,1.0,2.0,0.3526970954356846,1.6,1.0,0.3655394524959742,win,
Almería,Zaragoza,2010-12-05,,Juegos del Mediterráneo,Ayza Gámez,played,1.0,1.0,2010-2011,0.6,2.6,0.2992125984251969,1.2,1.8,0.3405889884763124,draw,
Espanyol,Sporting Gijón,2010-12-05,,Cornellà -El Prat,Iglesias Villanueva,played,1.0,0.0,2010-2011,1.4,1.0,0.3341869398207426,0.6,1.4,0.29979035639413,win,
La Coruña,Hércules,2010-12-06,,Nuevo Riazor,Fernández Borbalán,played,1.0,0.0,2010-2011,1.6,0.4,0.445475638051044,1.2,2.2,0.2909090909090909,win,
Atlético Madrid,La Coruña,2010-12-11,,Vicente Calderón,Estrada Fernández,played,2.0,0.0,2010-2011,1.8,1.8,0.4258312020460358,1.2,0.4,0.4467592592592592,win,
Sevilla,Almería,2010-12-11,,Ramón Sánchez Pizjuán,Teixeira Vitienes,played,1.0,3.0,2010-2011,1.2,1.4,0.4045698924731182,0.6,2.6,0.296875,loss,
Getafe,Villarreal,2010-12-11,,Coliseum Alfonso Pérez,Paradas Romero,played,1.0,0.0,2010-2011,1.6,1.4,0.3553719008264462,2.0,1.0,0.412037037037037,win,
Zaragoza,Real Madrid,2010-12-12,,La Romareda,Ramírez Domínguez,played,1.0,3.0,2010-2011,1.2,1.8,0.340153452685422,2.0,1.2,0.5932400932400932,loss,
Athletic Club,Espanyol,2010-12-12,,San Mamés,Ayza Gámez,played,2.0,1.0,2010-2011,0.8,2.2,0.3636363636363636,1.6,0.4,0.3350383631713555,win,
Sporting Gijón,Levante,2010-12-12,,El Molinón,Delgado Ferreiro,played,1.0,1.0,2010-2011,0.4,1.4,0.2991631799163179,1.4,1.4,0.234375,draw,
Mallorca,Racing Sant,2010-12-12,,Ono Estadi,Iturralde González,played,0.0,1.0,2010-2011,1.2,1.4,0.364951768488746,0.6,1.6,0.3031746031746031,loss,
Barcelona,Real Sociedad,2010-12-12,,Nou Camp,Fernández Borbalán,played,5.0,0.0,2010-2011,4.4,0.4,0.5944055944055944,1.8,1.4,0.3521505376344086,win,
Hércules,Málaga,2010-12-12,,José Rico Pérez,Turienzo Álvarez,played,4.0,1.0,2010-2011,1.0,1.8,0.2857142857142857,1.0,1.4,0.3078703703703703,win,
Valencia,Osasuna,2010-12-13,,Mestalla,Muñiz Fernández,played,3.0,3.0,2010-2011,1.0,1.2,0.4731934731934732,0.8,1.4,0.3183279742765273,draw,
Real Sociedad,Valencia,2010-12-18,,Anoeta,Iglesias Villanueva,played,1.0,2.0,2010-2011,1.6,2.4,0.3516778523489933,1.6,1.4,0.4726426076833527,loss,
Espanyol,Barcelona,2010-12-18,,Cornellà -El Prat,Undiano Mallenco,played,1.0,5.0,2010-2011,1.6,0.8,0.334610472541507,4.8,0.2,0.5948777648428405,loss,
Levante,Athletic Club,2010-12-18,,Ciutat de Valencia,González González,played,1.0,2.0,2010-2011,1.4,1.2,0.2325581395348837,1.0,1.6,0.3643771827706635,loss,
La Coruña,Sporting Gijón,2010-12-18,,Nuevo Riazor,Velasco Carballo,played,1.0,1.0,2010-2011,0.8,0.6,0.4457274826789838,0.4,1.4,0.2985386221294363,draw,
Villarreal,Mallorca,2010-12-18,,El Madrigal,Turienzo Álvarez,played,3.0,1.0,2010-2011,1.2,1.0,0.4110854503464203,0.8,1.0,0.3643659711075441,win,
Osasuna,Zaragoza,2010-12-19,,Reyno de Navarra,Mateu Lahoz,played,0.0,0.0,2010-2011,0.8,2.0,0.3178170144462279,0.8,2.0,0.3397190293742018,draw,
Málaga,Atlético Madrid,2010-12-19,,La Rosaleda,Teixeira Vitienes,played,0.0,3.0,2010-2011,1.2,2.0,0.3071593533487298,2.2,1.4,0.4265644955300127,loss,
Almería,Getafe,2010-12-19,,Juegos del Mediterráneo,Álvarez Izquierdo,played,2.0,3.0,2010-2011,1.0,2.6,0.3023255813953488,1.6,0.8,0.3580246913580246,loss,
Real Madrid,Sevilla,2010-12-19,,Santiago Bernabéu,Clos Gómez,played,1.0,0.0,2010-2011,2.2,1.4,0.5937136204889406,1.0,2.0,0.4040268456375839,win,
Racing Sant,Hércules,2010-12-20,,El Sardinero,Pérez Lasa,played,0.0,0.0,2010-2011,0.8,1.4,0.3042789223454833,1.8,1.4,0.2982456140350877,draw,
Valencia,Espanyol,2011-01-02,,Mestalla,González González,played,2.0,1.0,2010-2011,1.6,1.6,0.4732558139534883,1.8,1.8,0.3341836734693877,win,
Sevilla,Osasuna,2011-01-02,,Ramón Sánchez Pizjuán,Álvarez Izquierdo,played,1.0,0.0,2010-2011,0.6,2.0,0.403485254691689,0.8,1.4,0.3173076923076923,win,
Athletic Club,La Coruña,2011-01-02,,San Mamés,Rubinos Pérez,played,1.0,2.0,2010-2011,1.2,1.8,0.3651162790697674,1.0,0.8,0.4447004608294931,loss,
Barcelona,Levante,2011-01-02,,Nou Camp,Pérez Lasa,played,2.0,1.0,2010-2011,5.2,0.2,0.5953488372093023,1.6,1.4,0.2307692307692307,win,
Sporting Gijón,Málaga,2011-01-02,,El Molinón,Teixeira Vitienes,played,1.0,2.0,2010-2011,0.6,1.4,0.2979166666666666,1.0,2.6,0.3064516129032258,loss,
Atlético Madrid,Racing Sant,2011-01-03,,Vicente Calderón,Turienzo Álvarez,played,0.0,0.0,2010-2011,2.2,1.4,0.4272959183673469,0.8,1.4,0.3037974683544304,draw,
Villarreal,Almería,2011-01-03,,El Madrigal,Iglesias Villanueva,played,2.0,0.0,2010-2011,1.6,0.6,0.412442396313364,1.4,3.0,0.3,win,
Getafe,Real Madrid,2011-01-03,,Coliseum Alfonso Pérez,Undiano Mallenco,played,2.0,3.0,2010-2011,2.2,0.8,0.360655737704918,2.2,1.4,0.5941860465116279,loss,
